,Facility Size (sq Ft),"Revenue (US Dollars, million)","Net Income (US Dollars, million)",Total Employees,"Total Assets (US Dollars, million)",Owns Rents_Owns,Importer,Exporter,Manufacturing,Women Owned,Minority Owned,RevPerEm,RevPerSq,SqPerEm
18792,2462,0.131134,0,1,0,0,0,0,1,0,0,0.131134,5.33E-05,2462
18793,6000,0.2,0,3,0,0,0,0,1,0,0,0.066666667,3.33E-05,2000
18794,3577,0.17,0,4,0,0,0,0,1,0,0,0.0425,4.75E-05,894.25
18795,3205,0.140703,0,2,0,0,0,0,1,0,0,0.0703515,4.39E-05,1602.5
18796,2527,0.12,0,1,0,0,0,0,1,0,0,0.12,4.75E-05,2527
18797,14280,0.2,0,3,0,1,0,0,1,0,1,0.066666667,1.40E-05,4760
18798,,0.12,0,4,0,0,0,0,1,0,0,0.03,,
18799,3205,0.17,0,2,0,0,0,0,1,0,0,0.085,5.30E-05,1602.5
18800,3205,0.17,0,2,0,0,0,0,1,0,0,0.085,5.30E-05,1602.5
18801,1763,0.1057,0,1,0,0,0,0,1,1,0,0.1057,6.00E-05,1763
18802,2133,0.105436,0,1,0,0,0,0,0,0,0,0.105436,4.94E-05,2133
18803,2462,0.145148,0,1,0,0,0,0,1,1,0,0.145148,5.90E-05,2462
18804,3100,0.125,0,4,0,0,0,0,1,0,0,0.03125,4.03E-05,775
18805,5300,0.125,0,7,0,0,0,0,1,0,0,0.017857143,2.36E-05,757.1428571
18806,2166,0.125,0,1,0,0,0,0,0,0,0,0.125,5.77E-05,2166
18807,2931,0.101092,0,4,0,0,0,0,0,1,0,0.025273,3.45E-05,732.75
18808,1851,0.175,0,1,0,0,0,0,0,0,0,0.175,9.45E-05,1851
18809,5001,0.15,0,2,0,1,0,0,1,0,0,0.075,3.00E-05,2500.5
18810,2749,0.096,0,2,0,0,0,0,1,0,0,0.048,3.49E-05,1374.5
18811,3254,0.095579,0,2,0,0,0,0,1,0,0,0.0477895,2.94E-05,1627
18812,2462,0.0947,0,1,0,0,0,0,1,0,0,0.0947,3.85E-05,2462
18813,3205,0.1277,0,2,0,0,0,0,1,0,0,0.06385,3.98E-05,1602.5
18814,3206,0.11,0,3,0,0,0,0,1,0,0,0.036666667,3.43E-05,1068.666667
18815,2500,0.15,0,3,0,1,0,0,0,0,0,0.05,6.00E-05,833.3333333
18816,1239,0.1,0,1,0,0,0,0,0,0,0,0.1,8.07E-05,1239
18817,3577,0.1,0,4,0,0,0,0,1,0,0,0.025,2.80E-05,894.25
18818,2110,0.1,0,1,0,0,0,0,1,0,0,0.1,4.74E-05,2110
18819,2811,0.1,0,2,0,0,0,0,1,0,0,0.05,3.56E-05,1405.5
18820,2296,0.1,0,2,0,0,0,0,1,1,0,0.05,4.36E-05,1148
18821,600,0.13,0,2,0,1,0,0,1,1,0,0.065,0.000216667,300
18822,1865,0.13,0,2,0,0,0,0,0,0,0,0.065,6.97E-05,932.5
18823,2409,0.1,0,2,0,0,0,0,1,1,0,0.05,4.15E-05,1204.5
18824,2296,0.088,0,2,0,0,0,0,1,0,0,0.044,3.83E-05,1148
18825,1523,0.088,0,1,0,0,0,0,1,0,0,0.088,5.78E-05,1523
18826,2499,0.088,0,1,0,0,0,0,1,0,0,0.088,3.52E-05,2499
18827,2381,0.071,0,2,0,0,0,0,0,0,0,0.0355,2.98E-05,1190.5
18828,1000,0.075,0,1,0,0,0,0,0,0,0,0.075,7.50E-05,1000
18829,2527,0.1,0,1,0,0,0,0,1,0,0,0.1,3.96E-05,2527
18830,2133,0.06,0,1,0,0,0,0,0,0,0,0.06,2.81E-05,2133
18831,1239,0.089,0,1,0,0,0,0,1,0,0,0.089,7.18E-05,1239
18832,1696,0.089,0,1,0,0,0,0,1,0,0,0.089,5.25E-05,1696
18833,2110,0.062,0,1,0,0,0,0,1,0,0,0.062,2.94E-05,2110
18834,2110,0.061,0,1,0,0,0,0,1,0,0,0.061,2.89E-05,2110
18835,2679,0.075,0,3,0,0,0,0,1,0,0,0.025,2.80E-05,893
18836,2627,0.078,0,1,0,1,0,0,1,0,0,0.078,2.97E-05,2627
18837,2234,0.05,0,1,0,1,0,0,1,0,0,0.05,2.24E-05,2234
18838,2133,0.048,0,1,0,0,0,0,0,0,0,0.048,2.25E-05,2133
18839,2133,0.047759,0,1,0,0,0,0,0,0,0,0.047759,2.24E-05,2133
18840,1763,0.091,0,1,0,0,0,0,1,0,0,0.091,5.16E-05,1763
18841,2313,0.051984,0,2,0,0,0,0,1,0,0,0.025992,2.25E-05,1156.5
18842,1528,0.051,0,1,0,0,0,0,0,0,0,0.051,3.34E-05,1528
18843,2110,0.066,0,1,0,0,0,0,1,0,0,0.066,3.13E-05,2110
18844,1205,0.03,0,1,0,0,0,0,0,0,0,0.03,2.49E-05,1205
18845,2223,0.08,0,2,0,0,0,0,0,0,0,0.04,3.60E-05,1111.5
18846,2527,0.08,0,1,0,0,0,0,1,1,0,0.08,3.17E-05,2527
18847,2976,0.068,0,,0,0,0,0,0,0,0,,2.28E-05,
18848,16077,,,,,0,0,0,1,0,0,,,
18849,2462,0.055,0,1,0,0,0,0,1,0,0,0.055,2.23E-05,2462
18850,107205,,,,,0,0,0,1,0,0,,,
18851,2133,0.055784,0,1,0,0,0,0,0,0,0,0.055784,2.62E-05,2133
18852,17001,,,,,0,0,0,1,0,0,,,
18853,1829,0.042,0,1,0,0,0,0,0,0,0,0.042,2.30E-05,1829
18854,20000,,,68,,0,0,0,1,0,0,,,294.1176471
18855,24555,,,,,0,0,0,1,0,0,,,
18856,132958,,,,,1,0,0,1,0,0,,,
18857,2400,0.045,0,1,0,0,0,0,0,0,0,0.045,1.88E-05,2400
18858,1528,0.044,0,1,0,0,0,0,0,0,0,0.044,2.88E-05,1528
18859,103256,,,,,0,0,0,1,0,0,,,
18860,56111,,,,,0,0,0,1,0,0,,,
18861,2462,,,1,,0,0,0,1,1,0,,,2462
18862,2133,0.046,0,1,0,0,0,0,0,0,0,0.046,2.16E-05,2133
18863,39807,,,,,0,0,0,1,0,0,,,
18864,67607,,,,,0,0,0,1,0,0,,,
18865,15119,,,150,,0,0,0,1,0,0,,,100.7933333
18866,1829,0.02,0,1,0,0,0,0,0,1,0,0.02,1.09E-05,1829
18867,51223,,,,,0,0,0,1,0,0,,,
18868,57658,,,,,0,0,0,1,0,0,,,
18869,112000,,,,,1,0,0,1,0,0,,,
18870,3371,,,,,0,0,0,0,0,0,,,
18871,93739,,,,,0,0,0,1,0,0,,,
18872,2763,,,,,0,0,0,0,0,0,,,
18873,40000,,,,,1,0,0,1,0,0,,,
18874,23221,,,,,0,0,0,1,0,0,,,
18875,51223,,,,,0,0,0,1,0,0,,,
18876,116393,,,,,0,0,0,1,0,0,,,
18877,51223,,,,,0,0,0,1,0,0,,,
18878,132958,,,,,1,0,0,1,0,0,,,
18879,11096,,,,,0,0,0,1,0,0,,,
18880,15104,,,,,0,0,0,1,0,0,,,
18881,12475,,,,,0,0,0,1,0,0,,,
18882,8000,1.5,0,15,0,1,0,0,1,0,0,0.1,0.0001875,533.3333333
18883,30000,8.804983,0,50,0,1,0,0,1,0,0,0.17609966,0.000293499,600
18884,18000,9.346111,0.412499,60,0,1,0,0,1,0,0,0.155768517,0.000519228,300
18885,6322,12.993416,0,30,0,0,0,0,1,0,0,0.433113867,0.00205527,210.7333333
18886,9246,4.024983,0,28,0,0,0,0,1,0,0,0.143749393,0.000435322,330.2142857
18887,29211,3.8,0,,0,0,0,0,1,0,0,,0.000130088,
18888,30000,7.808955,0,40,0,1,0,0,1,0,0,0.195223875,0.000260299,750
18889,20000,1.624339,0,8,0,1,1,1,1,1,0,0.203042375,8.12E-05,2500
18890,3536,1,0,7,0,0,0,0,1,0,0,0.142857143,0.000282805,505.1428571
18891,8044,3.31927,0,20,0,0,0,0,1,0,0,0.1659635,0.000412639,402.2
18892,5000,0.52,0,12,0,0,0,0,1,0,0,0.043333333,0.000104,416.6666667
18893,3299,0.505816,0,2,0,0,0,0,1,0,0,0.252908,0.000153324,1649.5
18894,3000,1.108296,0,8,0,1,0,0,1,0,0,0.138537,0.000369432,375
18895,700,0.8,0,10,0,1,0,0,1,1,0,0.08,0.001142857,70
18896,4425,0.585,0,13,0,0,0,0,0,0,0,0.045,0.000132203,340.3846154
18897,5053,1.2,0,10,0,0,0,0,0,0,0,0.12,0.000237483,505.3
18898,10000,0.44,0,5,0,1,0,0,1,0,0,0.088,4.40E-05,2000
18899,4673,0.43,0,12,0,0,0,0,1,0,0,0.035833333,9.20E-05,389.4166667
18900,4295,0.454381,0,4,0,0,0,0,1,0,0,0.11359525,0.000105793,1073.75
18901,4008,0.252,0,5,0,0,0,0,1,0,0,0.0504,6.29E-05,801.6
18902,3879,0.46,0,8,0,0,0,0,0,0,0,0.0575,0.000118587,484.875
18903,5000,0.64,0,9,0,1,0,0,1,0,0,0.071111111,0.000128,555.5555556
18904,7000,0.182355,0,6,0,0,0,0,0,0,0,0.0303925,2.61E-05,1166.666667
18905,3299,0.179249,0,2,0,0,0,0,1,0,0,0.0896245,5.43E-05,1649.5
18906,3849,0.193736,0,3,0,0,0,0,1,0,0,0.064578667,5.03E-05,1283
18907,3908,0.19,0,3,0,0,0,0,1,0,0,0.063333333,4.86E-05,1302.666667
18908,3386,0.15,0,3,0,0,0,0,0,0,0,0.05,4.43E-05,1128.666667
18909,3300,0.14,0,3,0,0,0,0,1,0,0,0.046666667,4.24E-05,1100
18910,2828,0.12,0,2,0,0,0,0,1,0,0,0.06,4.24E-05,1414
18911,2534,0.12196,0,1,0,0,0,0,1,0,0,0.12196,4.81E-05,2534
18912,120,0.12,0,1,0,0,0,0,1,0,0,0.12,0.001,120
18913,3300,0.17,0,3,0,0,0,0,1,0,0,0.056666667,5.15E-05,1100
18914,2254,0.096,0,2,0,0,0,0,0,0,0,0.048,4.26E-05,1127
18915,2601,0.11,0,1,0,0,0,0,1,0,0,0.11,4.23E-05,2601
18916,2000,0.15,0,2,0,1,0,0,1,0,0,0.075,7.50E-05,1000
18917,3000,0.15,0,3,0,1,0,0,1,0,0,0.05,5.00E-05,1000
18918,2798,0.13,0,2,0,0,0,0,1,0,0,0.065,4.65E-05,1399
18919,3349,0.11,0,2,0,0,0,0,1,0,0,0.055,3.28E-05,1674.5
18920,2452,0.11,0,2,0,0,0,0,0,0,0,0.055,4.49E-05,1226
18921,3600,0.1,0,2,0,1,0,0,1,0,0,0.05,2.78E-05,1800
18922,2572,0.081,0,1,0,0,0,0,1,1,0,0.081,3.15E-05,2572
18923,2451,0.086,0,2,0,0,0,0,0,0,0,0.043,3.51E-05,1225.5
18924,3299,0.114176,0,2,0,0,0,0,1,0,0,0.057088,3.46E-05,1649.5
18925,2534,0.089923,0,1,0,0,0,0,1,0,0,0.089923,3.55E-05,2534
18926,1815,0.089,0,1,0,0,0,0,1,0,0,0.089,4.90E-05,1815
18927,1815,0.060766,0,1,0,0,0,0,1,0,0,0.060766,3.35E-05,1815
18928,1531,0.05,0,1,0,0,0,0,0,0,0,0.05,3.27E-05,1531
18929,3349,0.048,0,2,0,0,0,0,1,0,0,0.024,1.43E-05,1674.5
18930,2534,0.051,0,1,0,0,0,0,1,0,0,0.051,2.01E-05,2534
18931,2363,0.08,0,2,0,0,0,1,1,0,0,0.04,3.39E-05,1181.5
18932,1720,0.08,0,1,0,0,0,0,1,0,0,0.08,4.65E-05,1720
18933,2534,0.039687,0,1,0,0,0,0,1,0,0,0.039687,1.57E-05,2534
18934,2040,0.067,0,2,0,0,0,0,0,0,0,0.0335,3.28E-05,1020
18935,,0.054566,0,1,0,0,0,0,1,0,0,0.054566,,
18936,,0.041518,0,1,0,0,0,0,1,0,0,0.041518,,
18937,2172,0.047,0,1,0,0,0,0,1,1,0,0.047,2.16E-05,2172
18938,1815,0.028,0,1,0,0,0,0,1,0,0,0.028,1.54E-05,1815
18939,1573,0.025,0,1,0,0,0,0,0,0,0,0.025,1.59E-05,1573
18940,4515,,,,,0,0,0,1,0,0,,,
18941,17363,,,,,0,0,0,1,0,0,,,
18942,6521,,,,,0,0,0,1,0,0,,,
18943,5535,1.4,0,19,0,0,0,0,1,0,0,0.073684211,0.000252936,291.3157895
18944,10000,1.4,0,10,0,0,0,0,1,0,0,0.14,0.00014,1000
18945,15000,1.4,0,17,0,0,0,0,1,0,1,0.082352941,9.33E-05,882.3529412
18946,51000,1.4,0,13,0,0,0,0,1,0,0,0.107692308,2.75E-05,3923.076923
18947,7700,1.388419,0,10,0,1,0,0,1,0,0,0.1388419,0.000180314,770
18948,17000,1.5,0,15,0,1,0,0,1,0,0,0.1,8.82E-05,1133.333333
18949,24000,1.477302,0,16,0,1,1,0,1,0,0,0.092331375,6.16E-05,1500
18950,7057,1.4,0,15,0,0,0,0,1,0,0,0.093333333,0.000198385,470.4666667
18951,32544,1.311772,0,,0,0,0,0,1,0,0,,4.03E-05,
18952,1400,1.3,0,16,0,1,0,0,0,0,0,0.08125,0.000928571,87.5
18953,7000,1.3,0,5,0,0,0,0,1,0,0,0.26,0.000185714,1400
18954,5202,1.299935,0,7,0,0,1,0,1,0,0,0.185705,0.000249891,743.1428571
18955,12000,1.295154,0,15,0,1,1,0,1,0,0,0.0863436,0.00010793,800
18956,24000,1.5,0,20,0,0,0,1,0,0,1,0.075,6.25E-05,1200
18957,10000,1.5,0,9,0,1,0,0,1,0,0,0.166666667,0.00015,1111.111111
18958,14000,1.5,0,11,0,0,0,0,1,0,0,0.136363636,0.000107143,1272.727273
18959,9000,0.98,0,10,0,0,0,1,1,0,0,0.098,0.000108889,900
18960,4980,0.979926,0,6,0,0,1,0,1,0,0,0.163321,0.000196772,830
18961,7277,0.97,0,14,0,1,0,0,1,0,0,0.069285714,0.000133297,519.7857143
18962,4316,0.95,0,4,0,0,0,0,1,0,0,0.2375,0.000220111,1079
18963,9408,2.520003,0,56,0,0,0,1,1,0,0,0.045000054,0.000267857,168
18964,10000,2.5,0,10,0,0,1,0,1,0,0,0.25,0.00025,1000
18965,2500,2.5,0,11,0,1,0,0,0,0,0,0.227272727,0.001,227.2727273
18966,14400,2.5,0,27,0,0,0,0,0,0,0,0.092592593,0.000173611,533.3333333
18967,12000,2.5,0,30,0,0,0,0,0,0,0,0.083333333,0.000208333,400
18968,86500,95.176258,0,1400,0,1,0,0,0,0,0,0.067983041,0.001100304,61.78571429
18969,500000,93.267502,0,250,0,1,1,1,1,0,0,0.373070008,0.000186535,2000
18970,160000,110.780331,0,400,0,1,1,0,1,0,0,0.276950828,0.000692377,400
18971,110000,73.187139,0,225,0,1,1,0,1,0,0,0.325276173,0.000665338,488.8888889
18972,83000,66,0,450,0,0,0,0,1,0,0,0.146666667,0.000795181,184.4444444
18973,23103,587.034373,0,3500,0,0,1,1,1,0,0,0.167724107,0.025409443,6.600857143
18974,480000,502.052495,0,1400,0,0,1,1,1,0,0,0.358608925,0.001045943,342.8571429
18975,14906,450.650613,0,2100,0,0,0,0,1,0,0,0.21459553,0.030232833,7.098095238
18976,625000,365.560232,0,1650,0,1,1,1,1,0,0,0.221551656,0.000584896,378.7878788
18977,10251,365.560232,0,1650,0,0,0,0,1,0,0,0.221551656,0.035660934,6.212727273
18978,3264,353.283288,0,1606,0,0,0,0,1,0,0,0.219977141,0.108236301,2.03237858
18979,15063,338.528681,0,2500,0,0,1,0,1,0,0,0.135411472,0.022474187,6.0252
18980,28000,227.961092,0,775,0,0,1,1,1,0,0,0.294143345,0.008141468,36.12903226
18981,15063,221.801232,0,500,0,0,0,1,1,0,0,0.443602464,0.014724904,30.126
18982,250000,220.41174,0,820,0,1,1,1,1,0,0,0.268794805,0.000881647,304.8780488
18983,8000,207.212472,0,1075,0,0,0,0,1,0,0,0.192755788,0.025901559,7.441860465
18984,12000,5.804831,0,15,0,1,0,0,1,0,0,0.386988733,0.000483736,800
18985,4517,5.68973,0,10,0,1,1,1,1,0,0,0.568973,0.001259626,451.7
18986,20000,5.606923,0,24,0,1,0,0,1,0,0,0.233621792,0.000280346,833.3333333
18987,8669,6.424402,0,25,0,0,0,0,1,0,0,0.25697608,0.000741078,346.76
18988,45000,8.8,0,45,0,0,0,0,1,0,0,0.195555556,0.000195556,1000
18989,35000,9.840176,0,50,0,1,0,1,1,0,0,0.19680352,0.000281148,700
18990,61631,9.8,0,,0,0,0,0,1,0,0,,0.000159011,
18991,9795,9.726104,0,35,0,0,0,0,1,0,0,0.277888686,0.000992966,279.8571429
18992,15944,6098.1,229.5,13300,4613,1,0,0,1,0,0,0.458503759,0.382469895,1.198796992
18993,7577,4071.4,239.3,17500,3489.8,0,1,1,1,0,0,0.232651429,0.537336677,0.432971429
18994,104000,2654.29,94.332,14000,1702.388,1,1,1,1,0,0,0.189592143,0.025522019,7.428571429
18995,16397,1500,0,3400,0,1,1,1,1,0,0,0.441176471,0.091480149,4.822647059
18996,13255,1000,0,4000,0,1,1,1,1,0,0,0.25,0.075443229,3.31375
18997,15491,842.120147,0,8400,0,0,1,1,1,0,0,0.100252398,0.054361897,1.844166667
18998,44000,686.705983,0,2200,0,1,1,1,1,0,0,0.312139083,0.015606954,20
18999,15063,660.600511,0,2460,0,0,1,1,1,0,0,0.268536793,0.04385584,6.123170732
19000,34000,14.76075,0,70,0,1,1,0,1,0,0,0.210867857,0.00043414,485.7142857
19001,5000,14.690143,0,200,0,1,0,0,1,0,0,0.073450715,0.002938029,25
19002,15000,16.536539,0,75,0,0,0,0,1,0,0,0.220487187,0.001102436,200
19003,40000,16.25992,0,29,0,0,0,0,0,0,0,0.560686897,0.000406498,1379.310345
19004,77000,16.004364,0,90,0,0,0,0,1,0,0,0.177826267,0.000207849,855.5555556
19005,11750,15.416437,0,70,0,0,1,0,1,0,0,0.220234814,0.001312037,167.8571429
19006,42800,15.210957,0,41,0,1,0,0,1,0,0,0.370998951,0.000355396,1043.902439
19007,22070,15.129165,0,84,0,1,0,0,0,0,0,0.180109107,0.000685508,262.7380952
19008,36000,30.105273,0,73,0,1,0,0,1,0,0,0.412401,0.000836258,493.1506849
19009,117000,30.009481,0,95,0,0,1,1,1,0,0,0.315889274,0.000256491,1231.578947
19010,13641,29.471786,0,73,0,1,1,1,1,0,0,0.403723096,0.00216053,186.8630137
19011,36000,28.995308,0,115,0,0,0,0,1,0,0,0.252133113,0.000805425,313.0434783
19012,35000,35.541508,0,75,0,1,0,0,1,0,0,0.473886773,0.001015472,466.6666667
19013,80000,35.076516,0,105,0,0,0,0,1,0,0,0.334062057,0.000438456,761.9047619
19014,89014,33.027113,0,,0,0,0,0,1,0,0,,0.000371033,
19015,60000,32.024346,0,65,0,1,0,0,1,0,0,0.492682246,0.000533739,923.0769231
19016,120000,26.518202,0,48,0,0,0,1,1,0,0,0.552462542,0.000220985,2500
19017,3000,25.876344,0,70,0,1,1,1,1,0,0,0.369662057,0.008625448,42.85714286
19018,15234,46.964436,0,350,0,0,0,1,1,0,0,0.134184103,0.00308287,43.52571429
19019,217000,40.372019,0,450,0,1,0,0,1,0,0,0.089715598,0.000186046,482.2222222
19020,60000,40.099688,0,75,0,1,1,0,1,0,0,0.534662507,0.000668328,800
19021,19022,19.227218,0,66,0,0,0,0,1,0,0,0.291321485,0.001010788,288.2121212
19022,75000,18.7,0,230,0,1,1,0,1,0,0,0.081304348,0.000249333,326.0869565
19023,115000,18.343206,0,103,0,1,0,0,1,0,0,0.178089379,0.000159506,1116.504854
19024,104000,18.274332,0,432,0,1,0,0,1,0,0,0.042301694,0.000175715,240.7407407
19025,50000,17.717054,0,74,0,0,1,0,1,0,0,0.239419649,0.000354341,675.6756757
19026,50000,13.834225,0,35,0,1,1,1,1,0,0,0.395263571,0.000276685,1428.571429
19027,70000,13.831994,0,66,0,1,0,0,1,0,0,0.209575667,0.0001976,1060.606061
19028,65000,13.711779,0,142,0,1,0,1,1,0,0,0.096561824,0.00021095,457.7464789
19029,205000,13.638256,0,175,0,1,0,0,1,0,0,0.077932891,6.65E-05,1171.428571
19030,12000,9.527362,0,50,0,0,0,0,1,0,0,0.19054724,0.000793947,240
19031,4413,9.4,0,7,0,0,0,0,1,0,0,1.342857143,0.00213007,630.4285714
19032,350000,66,0,300,0,1,1,0,1,0,0,0.22,0.000188571,1166.666667
19033,45000,65.690419,0,260,0,0,1,0,1,0,0,0.252655458,0.001459787,173.0769231
19034,180000,50.211227,0,200,0,1,0,0,1,0,0,0.251056135,0.000278951,900
19035,30000,9.227597,0,30,0,0,1,0,1,0,0,0.307586567,0.000307587,1000
19036,75000,21.68442,0,80,0,1,1,0,1,0,0,0.27105525,0.000289126,937.5
19037,3000,20.201744,0,100,0,1,0,1,1,0,1,0.20201744,0.006733915,30
19038,16500,6.169298,0,28,0,0,0,0,1,0,0,0.220332071,0.000373897,589.2857143
19039,21000,6.120714,0,35,0,1,0,0,1,1,0,0.174877543,0.000291463,600
19040,37500,10.897319,0,48,0,0,1,0,1,0,0,0.227027479,0.000290595,781.25
19041,7200,10.880458,0,30,0,1,0,0,0,0,0,0.362681933,0.001511175,240
19042,25000,10.765542,0,40,0,0,0,0,1,0,0,0.26913855,0.000430622,625
19043,16320,10.429556,0,38,0,1,1,0,1,0,0,0.274462,0.000639066,429.4736842
19044,120000,10,0,40,0,0,0,0,1,0,0,0.25,8.33E-05,3000
19045,70000,5.583656,0,21,0,0,0,0,1,0,0,0.265888381,7.98E-05,3333.333333
19046,81000,25.5,0,125,0,0,0,0,1,0,0,0.204,0.000314815,648
19047,68000,24.082955,0,27,0,0,0,0,1,0,0,0.891961296,0.000354161,2518.518519
19048,70000,23.760221,0,68,0,0,0,0,1,0,0,0.349415015,0.000339432,1029.411765
19049,85000,23.082316,0,112,0,1,1,0,1,0,0,0.206092107,0.000271557,758.9285714
19050,10000,7.021516,0,16,0,1,0,0,1,0,0,0.43884475,0.000702152,625
19051,15000,6.960495,0,60,0,1,0,0,1,0,0,0.11600825,0.000464033,250
19052,11500,12,0,90,0,0,1,0,1,0,0,0.133333333,0.001043478,127.7777778
19053,30000,12,0.223,22,0,0,0,0,1,0,0,0.545454545,0.0004,1363.636364
19054,50000,11.28196,0,26,0,0,1,0,1,0,0,0.433921538,0.000225639,1923.076923
19055,15155,11,0,,0,0,0,0,0,0,0,,0.000725833,
19056,15000,6.773639,0.356782,14,0,1,0,0,1,0,0,0.483831357,0.000451576,1071.428571
19057,35000,6.662756,0,35,0,1,0,0,1,0,0,0.190364457,0.000190364,1000
19058,4800,6.571311,0,25,0,1,0,0,1,0,0,0.26285244,0.001369023,192
19059,33750,6.558051,1.077988,29,0,1,0,0,1,1,0,0.22613969,0.000194313,1163.793103
19060,7070,2.453792,0,14,0,0,0,0,1,0,0,0.175270857,0.000347071,505
19061,6097,2.349915,0,14,0,0,0,0,0,0,0,0.167851071,0.000385422,435.5
19062,25000,2.882858,0,27,0,1,0,1,1,0,0,0.106772519,0.000115314,925.9259259
19063,4800,2.69861,0,25,0,1,0,0,1,0,0,0.1079444,0.00056221,192
19064,2500,2.618116,0,32,0,1,0,0,1,1,0,0.081816125,0.001047246,78.125
19065,6584,2.573156,0,13,0,0,1,0,1,0,0,0.197935077,0.00039082,506.4615385
19066,13500,2.2,0,80,0,1,0,0,1,0,0,0.0275,0.000162963,168.75
19067,6772,2.135898,0,14,0,0,0,0,1,0,0,0.152564143,0.000315401,483.7142857
19068,80000,12.566777,0,40,0,1,1,0,1,0,0,0.314169425,0.000157085,2000
19069,43000,12.513433,0,38,0,1,0,0,1,0,0,0.329300868,0.00029101,1131.578947
19070,150000,12.359913,0,128,0,1,0,0,1,0,0,0.09656182,8.24E-05,1171.875
19071,11537,12.204374,0,47,0,1,0,0,1,0,0,0.259667532,0.001057846,245.4680851
19072,20000,7.619319,0,36,0,0,0,0,1,0,0,0.21164775,0.000380966,555.5555556
19073,20000,7.480584,0,20,0,0,0,0,1,0,0,0.3740292,0.000374029,1000
19074,100000,7.463952,0,50,0,0,1,0,1,0,0,0.14927904,7.46E-05,2000
19075,50000,7.44429,0,32,0,1,0,0,1,0,0,0.232634063,0.000148886,1562.5
19076,45500,7.414665,0,37,0,0,0,0,1,0,0,0.200396351,0.00016296,1229.72973
19077,4524,7.36679,0,35,0,0,1,0,1,0,0,0.210479714,0.00162838,129.2571429
19078,36000,7.235067,0,35,0,1,0,0,1,0,0,0.2067162,0.000200974,1028.571429
19079,31000,7.182494,0,40,0,1,0,0,0,0,0,0.17956235,0.000231693,775
19080,9061,7.173347,0,26,0,0,0,0,1,0,0,0.275897962,0.000791673,348.5
19081,4153,7.148873,0,42,0,0,0,0,0,0,0,0.170211262,0.001721376,98.88095238
19082,5936,3,0,8,0,0,0,1,1,0,0,0.375,0.000505391,742
19083,10000,1,0,11,0,1,0,0,1,0,0,0.090909091,0.0001,909.0909091
19084,27000,1,0,10,0,0,0,0,1,0,0,0.1,3.70E-05,2700
19085,10800,1,0,7,0,1,0,0,1,0,0,0.142857143,9.26E-05,1542.857143
19086,16500,1,0,10,0,0,0,0,1,0,0,0.1,6.06E-05,1650
19087,15000,4,0,20,0,0,0,0,1,0,0,0.2,0.000266667,750
19088,250000,3.968756,0,10,0,1,1,0,1,0,0,0.3968756,1.59E-05,25000
19089,8000,3.920011,0,20,0,1,1,0,1,0,0,0.19600055,0.000490001,400
19090,1000,3.873634,0,10,0,0,1,0,0,0,0,0.3873634,0.003873634,100
19091,17880,4.271989,0,20,0,0,0,0,1,0,0,0.21359945,0.000238926,894
19092,5000,4.225572,0,16,0,1,0,0,0,0,0,0.26409825,0.000845114,312.5
19093,11000,4.138282,0,10,0,0,0,0,0,0,0,0.4138282,0.000376207,1100
19094,700,3.83071,0,20,0,1,0,0,1,0,0,0.1915355,0.005472443,35
19095,8304,4.567169,0,23,0,0,0,1,1,0,0,0.198572565,0.000549996,361.0434783
19096,25000,4.550932,0,25,0,0,0,0,1,0,0,0.18203728,0.000182037,1000
19097,12000,4.536362,0,20,0,0,0,0,1,0,0,0.2268181,0.00037803,600
19098,21786,4.36693,0,52,0,1,0,0,1,0,0,0.083979423,0.000200447,418.9615385
19099,6559,7.795914,0,35,0,0,0,0,0,0,0,0.2227404,0.001188583,187.4
19100,10000,1,0,11,0,0,0,0,0,0,0,0.090909091,0.0001,909.0909091
19101,6354,0.999999,0,11,0,0,1,0,1,0,0,0.090909,0.000157381,577.6363636
19102,3500,0.99,0,9,0,0,0,0,1,0,0,0.11,0.000282857,388.8888889
19103,4800,1.7,0,15,0,0,0,0,1,0,0,0.113333333,0.000354167,320
19104,6048,1.676244,0,10,0,0,0,0,1,0,0,0.1676244,0.000277157,604.8
19105,40000,1.646326,0,11,0,0,0,0,1,0,0,0.149666,4.12E-05,3636.363636
19106,8701,4.90194,0,26,0,0,0,0,1,0,0,0.188536154,0.000563377,334.6538462
19107,35000,4.883002,0,18,0,0,1,0,1,0,0,0.271277889,0.000139514,1944.444444
19108,18000,4.875225,0,36,0,0,0,0,1,0,0,0.135422917,0.000270846,500
19109,70000,4.769152,0,19,0,0,0,0,1,0,0,0.251008,6.81E-05,3684.210526
19110,60000,4.671684,0,30,0,1,0,0,1,1,0,0.1557228,7.79E-05,2000
19111,6430,4.621796,0,31,0,0,0,0,0,0,0,0.149090194,0.000718786,207.4193548
19112,6242,3.296017,0,,0,0,0,0,1,0,0,,0.000528039,
19113,6483,0.91,0,12,0,0,0,0,1,0,0,0.075833333,0.000140367,540.25
19114,18000,0.91,0,12,0,0,0,0,0,0,0,0.075833333,5.06E-05,1500
19115,7500,1,0,7,0,1,0,0,0,0,0,0.142857143,0.000133333,1071.428571
19116,15000,1,0,13,0,0,0,1,1,0,0,0.076923077,6.67E-05,1153.846154
19117,10000,0.71,0,8,0,0,0,0,1,0,0,0.08875,7.10E-05,1250
19118,5202,0.702708,0,7,0,0,0,0,1,0,0,0.100386857,0.000135084,743.1428571
