,Facility Size (sq Ft),"Revenue (US Dollars, million)","Net Income (US Dollars, million)",Total Employees,"Total Assets (US Dollars, million)",Owns Rents_Owns,Importer,Exporter,Manufacturing,Women Owned,Minority Owned,RevPerEm,RevPerSq,SqPerEm
5309,20000,4.081484,0,17,0,0,0,0,1,0,0,0.240087294,0.000204074,1176.470588
5310,7500,4.055011,0,22,0,0,0,0,1,0,0,0.184318682,0.000540668,340.9090909
5311,80000,4.046867,0,18,0,1,0,0,1,0,0,0.224825944,5.06E-05,4444.444444
5312,25500,4.008285,0,20,0,1,0,0,1,0,0,0.20041425,0.000157188,1275
5313,6500,4.00134,0,17,0,0,0,0,1,0,0,0.235372941,0.000615591,382.3529412
5314,23600,3.871683,0,20,0,0,0,0,1,0,0,0.19358415,0.000164054,1180
5315,38000,3.823499,0,15,0,0,0,0,1,0,0,0.254899933,0.000100618,2533.333333
5316,16000,3.787505,0,12,0,0,0,0,1,0,0,0.315625417,0.000236719,1333.333333
5317,20000,3.77834,0,16,0,0,0,0,1,0,0,0.23614625,0.000188917,1250
5318,10000,3.741159,0,19,0,1,0,0,1,0,0,0.196903105,0.000374116,526.3157895
5319,25000,4.574702,0,23,0,1,0,0,1,0,0,0.198900087,0.000182988,1086.956522
5320,20000,4.571751,0,19,0,0,1,1,1,0,0,0.240618474,0.000228588,1052.631579
5321,66000,4.534228,0,22,0,1,1,0,1,0,0,0.206101273,6.87E-05,3000
5322,13793,4.517702,0,25,0,1,1,0,1,1,0,0.18070808,0.000327536,551.72
5323,2700,4.510526,0,8,0,1,0,0,0,0,0,0.56381575,0.001670565,337.5
5324,10762,4.505263,0,25,0,1,0,0,1,0,0,0.18021052,0.000418627,430.48
5325,44000,4.473745,0,30,0,0,0,0,1,0,0,0.149124833,0.000101676,1466.666667
5326,6995,4.452827,0,15,0,0,0,0,1,0,0,0.296855133,0.000636573,466.3333333
5327,20000,4.387772,0,16,0,0,0,0,1,0,0,0.27423575,0.000219389,1250
5328,10729,4.379097,0,15,0,0,0,0,1,0,0,0.2919398,0.000408155,715.2666667
5329,12332,4.352897,0,21,0,0,0,0,1,0,0,0.20728081,0.000352976,587.2380952
5330,9302,4.32193,0,33,0,0,0,0,1,0,0,0.130967576,0.000464624,281.8787879
5331,5200,4.312829,0,30,0,0,0,0,0,0,1,0.143760967,0.00082939,173.3333333
5332,17000,8.304672,0,225,0,0,0,0,0,0,0,0.036909653,0.00048851,75.55555556
5333,30000,8.258995,0,44,0,0,0,0,1,0,0,0.187704432,0.0002753,681.8181818
5334,35000,8.253737,0,60,0,1,1,0,1,0,0,0.137562283,0.000235821,583.3333333
5335,22000,8.242115,0,43,0,1,0,0,1,0,0,0.191677093,0.000374642,511.627907
5336,48000,8.171904,0,100,0,1,0,0,1,0,0,0.08171904,0.000170248,480
5337,13000,8.123447,0,45,0,0,0,0,0,0,0,0.180521044,0.000624881,288.8888889
5338,23000,8.072537,0,38,0,1,0,0,1,0,0,0.212435184,0.00035098,605.2631579
5339,35000,8.046666,0,25,0,0,0,0,1,0,0,0.32186664,0.000229905,1400
5340,15099,8.025342,0,450,0,0,1,0,1,0,0,0.017834093,0.000531515,33.55333333
5341,18000,8,0,40,0,0,0,0,1,0,0,0.2,0.000444444,450
5342,52000,7.975482,0,40,0,1,0,0,1,0,0,0.19938705,0.000153375,1300
5343,8000,7.755752,0,41,0,0,0,0,1,0,0,0.189164683,0.000969469,195.1219512
5344,40000,7.705931,0,40,0,0,0,1,1,0,0,0.192648275,0.000192648,1000
5345,4536,0.999999,0,5,0,0,0,0,1,0,0,0.1999998,0.000220458,907.2
5346,6000,0.993,0,7,0,0,0,0,0,0,0,0.141857143,0.0001655,857.1428571
5347,12000,0.99,0,15,0,0,0,0,1,0,0,0.066,8.25E-05,800
5348,7000,0.988142,0,11,0,1,1,0,1,0,0,0.089831091,0.000141163,636.3636364
5349,32000,1.7,0,15,0,1,0,0,1,0,0,0.113333333,5.31E-05,2133.333333
5350,11000,1.7,0,25,0,0,0,0,1,0,0,0.068,0.000154545,440
5351,6526,1.659695,0,13,0,0,0,0,1,0,0,0.127668846,0.00025432,502
5352,5000,1.644936,0,4,0,0,0,0,1,1,0,0.411234,0.000328987,1250
5353,3018,1.638782,0.106977,5,0,0,0,0,1,0,0,0.3277564,0.000543003,603.6
5354,4587,1.605072,0,13,0,0,0,0,0,0,0,0.123467077,0.000349918,352.8461538
5355,5754,1.601161,0,14,0,0,0,0,1,0,0,0.114368643,0.000278269,411
5356,11000,1.6,0,22,0,0,0,0,1,0,0,0.072727273,0.000145455,500
5357,2000,1.6,0,17,0,0,0,0,1,0,1,0.094117647,0.0008,117.6470588
5358,18200,1.6,0,16,0,0,0,0,1,0,0,0.1,8.79E-05,1137.5
5359,2200,1.6,0,8,0,0,0,1,0,0,0,0.2,0.000727273,275
5360,10000,1.6,0,16,0,0,0,0,1,0,0,0.1,0.00016,625
5361,16000,1.6,0,25,0,0,0,0,0,0,0,0.064,0.0001,640
5362,7500,1.6,0,8,0,0,1,0,1,1,0,0.2,0.000213333,937.5
5363,1500,1.6,0,13,0,1,0,0,1,0,0,0.123076923,0.001066667,115.3846154
5364,14000,1.6,0,6,0,0,1,1,1,0,0,0.266666667,0.000114286,2333.333333
5365,23500,1.6,0,15,0,1,0,0,1,0,0,0.106666667,6.81E-05,1566.666667
5366,20100,4.917177,0,24,0,1,0,0,1,0,0,0.204882375,0.000244636,837.5
5367,70000,4.871192,0,37,0,1,0,0,1,0,0,0.131653838,6.96E-05,1891.891892
5368,6500,4.862268,0,22,0,0,0,0,0,0,0,0.221012182,0.000748041,295.4545455
5369,20000,4.819736,0,35,0,1,0,0,1,1,0,0.137706743,0.000240987,571.4285714
5370,37500,4.807174,0,28,0,1,0,0,1,0,0,0.171684786,0.000128191,1339.285714
5371,10000,4.737895,0,24,0,1,0,0,1,0,0,0.197412292,0.00047379,416.6666667
5372,10500,4.727975,0,15,0,0,0,1,1,0,0,0.315198333,0.000450283,700
5373,7442,4.705658,0,48,0,0,0,0,0,0,0,0.098034542,0.000632311,155.0416667
5374,11066,4.700942,0,70,0,0,0,0,1,0,0,0.067156314,0.00042481,158.0857143
5375,2187,4.678743,0,2,0,0,0,0,0,0,0,2.3393715,0.002139343,1093.5
5376,20000,4.669045,0,23,0,0,0,0,1,0,0,0.203001957,0.000233452,869.5652174
5377,34000,4.634884,0,23,0,0,0,0,1,0,0,0.201516696,0.00013632,1478.26087
5378,7200,4.61665,0.348014,9,0,0,0,1,0,0,0,0.512961111,0.000641201,800
5379,15000,4.605902,0,49,0,0,0,0,0,0,0,0.093998,0.00030706,306.122449
5380,9106,4.599468,0,30,0,0,0,0,1,1,0,0.1533156,0.000505103,303.5333333
5381,24000,4.586349,0,26,0,1,0,1,1,0,0,0.176398038,0.000191098,923.0769231
5382,1700,3.268932,0,15,0,0,0,1,0,0,0,0.2179288,0.001922901,113.3333333
5383,36000,3.25678,0,25,0,0,1,0,0,0,0,0.1302712,9.05E-05,1440
5384,8028,3.25,0,7,0,0,0,0,1,0,0,0.464285714,0.000404833,1146.857143
5385,18000,3.24931,0,25,0,1,0,0,1,1,0,0.1299724,0.000180517,720
5386,15000,3.242065,0,15,0,1,0,0,1,0,0,0.216137667,0.000216138,1000
5387,5483,3.22736,0,24,0,0,0,0,1,0,0,0.134473333,0.000588612,228.4583333
5388,16000,3.188456,0,30,0,0,0,0,1,0,0,0.106281867,0.000199279,533.3333333
5389,8535,3.18732,0,10,0,1,0,0,1,1,0,0.318732,0.000373441,853.5
5390,20000,3.181307,0,12,0,0,0,0,1,0,0,0.265108917,0.000159065,1666.666667
5391,20000,3.17286,0,10,0,0,0,0,0,0,0,0.317286,0.000158643,2000
5392,7800,3.137351,0,16,0,0,0,0,1,0,0,0.196084438,0.000402224,487.5
5393,23000,3.110323,0.12203,30,0,0,0,0,1,0,0,0.103677433,0.000135231,766.6666667
5394,2657,0.95,0,5,0,0,0,0,0,1,0,0.19,0.000357546,531.4
5395,18000,0.95,0,10,0,0,0,0,1,0,0,0.095,5.28E-05,1800
5396,25000,0.94,0,10,0,0,0,0,1,0,0,0.094,3.76E-05,2500
5397,4200,0.94,0,9,0,1,0,0,1,0,0,0.104444444,0.00022381,466.6666667
5398,10000,0.93,0,10,0,0,0,0,1,0,1,0.093,9.30E-05,1000
5399,12500,0.93,0,9,0,0,0,0,1,0,0,0.103333333,7.44E-05,1388.888889
5400,8000,0.929054,0,8,0,1,0,0,0,0,0,0.11613175,0.000116132,1000
5401,5293,0.92,0,7,0,0,0,0,1,0,1,0.131428571,0.000173814,756.1428571
5402,5000,0.91,0,12,0,0,0,0,1,0,0,0.075833333,0.000182,416.6666667
5403,2400,0.91,0,10,0,0,0,0,1,0,0,0.091,0.000379167,240
5404,2000,0.91,0,12,0,1,0,0,0,0,0,0.075833333,0.000455,166.6666667
5405,1500,1,0,7,0,1,0,0,0,0,0,0.142857143,0.000666667,214.2857143
5406,20000,1,0,10,0,0,0,0,1,0,0,0.1,5.00E-05,2000
5407,3500,1,0,14,0,0,0,0,1,1,1,0.071428571,0.000285714,250
5408,7000,1,0,10,0,1,0,0,1,0,0,0.1,0.000142857,700
5409,3398,1,0,3,0,0,0,0,0,0,0,0.333333333,0.000294291,1132.666667
5410,3373,1,0,6,0,0,0,0,0,0,0,0.166666667,0.000296472,562.1666667
5411,6000,1,0,8,0,0,0,0,1,0,0,0.125,0.000166667,750
5412,2591,1,0,3,0,0,0,0,0,0,0,0.333333333,0.000385951,863.6666667
5413,10000,1,0,6,0,0,0,0,1,0,0,0.166666667,0.0001,1666.666667
5414,3739,1,0,8,0,0,0,0,1,0,0,0.125,0.000267451,467.375
5415,3791,0.714923,0,3,0,0,1,1,1,0,0,0.238307667,0.000188584,1263.666667
5416,1500,0.71,0,7,0,0,0,0,0,0,1,0.101428571,0.000473333,214.2857143
5417,5148,0.71,0,9,0,1,0,0,1,0,0,0.078888889,0.000137918,572
5418,4000,0.705288,0,12,0,0,0,1,0,0,0,0.058774,0.000176322,333.3333333
5419,2647,0.7,0,5,0,0,0,0,0,0,0,0.14,0.00026445,529.4
5420,18000,5.190396,0,30,0,1,0,0,1,0,0,0.1730132,0.000288355,600
5421,8000,5.142379,0,15,0,0,0,0,1,0,0,0.342825267,0.000642797,533.3333333
5422,26000,5.12453,0,15,0,0,0,0,1,0,0,0.341635333,0.000197097,1733.333333
5423,7500,5.124238,0,21,0,0,0,0,1,1,0,0.244011333,0.000683232,357.1428571
5424,45000,5.111167,0,25,0,0,1,1,1,0,0,0.20444668,0.000113581,1800
5425,35000,5.054294,0.964444,14,0,1,0,0,1,0,0,0.361021,0.000144408,2500
5426,56000,5.025118,0,40,0,0,1,0,1,0,0,0.12562795,8.97E-05,1400
5427,10000,5.018705,0,15,0,0,0,0,1,0,0,0.334580333,0.000501871,666.6666667
5428,52000,5.014319,0,21,0,0,0,0,1,0,0,0.238777095,9.64E-05,2476.190476
5429,30000,5,0,32,0,1,0,0,1,0,0,0.15625,0.000166667,937.5
5430,5500,5,0,25,0,1,0,0,1,0,0,0.2,0.000909091,220
5431,45000,5,0,30,0,0,0,0,1,0,0,0.166666667,0.000111111,1500
5432,33000,5,0,16,0,0,1,1,1,0,0,0.3125,0.000151515,2062.5
5433,2707,5,0,3,0,0,0,0,1,0,0,1.666666667,0.001847063,902.3333333
5434,7800,5,0,45,0,1,0,0,1,1,1,0.111111111,0.000641026,173.3333333
5435,27000,5,0,14,0,0,0,0,0,0,0,0.357142857,0.000185185,1928.571429
5436,31825,4.975473,0,32,0,1,0,0,1,0,0,0.155483531,0.000156339,994.53125
5437,28650,4.94716,0,30,0,0,1,0,1,0,0,0.164905333,0.000172676,955
5438,22320,4.932777,0,20,0,0,0,1,1,0,0,0.24663885,0.000221003,1116
5439,2500,0.7,0,8,0,1,0,0,1,0,0,0.0875,0.00028,312.5
5440,3351,0.7,0,6,0,0,0,0,1,0,0,0.116666667,0.000208893,558.5
5441,9000,3.499723,0,19,0,1,0,0,1,1,0,0.184195947,0.000388858,473.6842105
5442,80000,3.488167,0,19,0,0,1,1,1,1,0,0.183587737,4.36E-05,4210.526316
5443,5569,3.445779,0,25,0,0,0,1,1,1,0,0.13783116,0.000618743,222.76
5444,7500,3.441274,0,16,0,1,0,0,0,0,0,0.215079625,0.000458837,468.75
5445,15000,3.434972,0,23,0,0,0,0,1,0,0,0.149346609,0.000228998,652.173913
5446,35000,3.397105,0,11,0,0,1,0,1,0,0,0.308827727,9.71E-05,3181.818182
5447,13300,3.38746,0,32,0,0,0,1,1,0,0,0.105858125,0.000254696,415.625
5448,16000,3.387273,0,15,0,1,0,0,1,0,0,0.2258182,0.000211705,1066.666667
5449,8000,3.377461,0,10,0,1,0,0,1,0,0,0.3377461,0.000422183,800
5450,15000,3.36934,0,14,0,0,0,0,1,0,0,0.240667143,0.000224623,1071.428571
5451,8500,3.35,0,11,0,0,1,0,1,0,0,0.304545455,0.000394118,772.7272727
5452,28000,3.328934,0,20,0,1,0,0,1,0,0,0.1664467,0.00011889,1400
5453,8737,3.308289,0,25,0,0,1,0,1,0,0,0.13233156,0.000378653,349.48
5454,7498,3.307825,0,18,0,0,0,0,1,0,0,0.183768056,0.000441161,416.5555556
5455,7765,3.305424,0,17,0,1,0,0,1,0,0,0.194436706,0.000425682,456.7647059
5456,5254,1.829293,0,20,0,0,0,0,0,0,0,0.09146465,0.000348171,262.7
5457,8261,1.827019,0,20,0,1,0,0,1,0,0,0.09135095,0.000221162,413.05
5458,8000,1.802668,0,10,0,0,1,0,1,0,0,0.1802668,0.000225334,800
5459,18000,1.8,0,15,0,0,1,0,1,0,0,0.12,0.0001,1200
5460,40000,1.8,0,14,0,0,1,0,1,0,0,0.128571429,4.50E-05,2857.142857
5461,7074,1.799599,0,45,0,0,0,0,1,0,0,0.039991089,0.000254396,157.2
5462,6330,1.78187,0,15,0,0,1,1,1,0,0,0.118791333,0.000281496,422
5463,35000,1.776672,0,15,0,0,0,1,1,0,0,0.1184448,5.08E-05,2333.333333
5464,6814,1.769494,0,14,0,0,0,0,1,0,0,0.126392429,0.000259685,486.7142857
5465,4149,1.766507,0,21,0,0,0,0,1,0,0,0.084119381,0.000425767,197.5714286
5466,72000,1.76351,-12.885808,59,20.651852,1,1,0,1,0,0,0.02989,2.45E-05,1220.338983
5467,4013,1.741949,0,13,0,1,0,0,1,0,0,0.133996077,0.000434077,308.6923077
5468,12000,1.717911,0,5,0,0,0,0,0,0,0,0.3435822,0.000143159,2400
5469,6891,1.712663,0,17,0,0,0,0,1,0,0,0.100744882,0.000248536,405.3529412
5470,10000,0.75,0,4,0,0,0,0,1,0,0,0.1875,7.50E-05,2500
5471,9000,0.75,0,7,0,0,0,0,1,0,0,0.107142857,8.33E-05,1285.714286
5472,6500,0.75,0,6,0,1,0,0,1,0,0,0.125,0.000115385,1083.333333
5473,21000,0.75,0,8,0,0,0,0,1,0,0,0.09375,3.57E-05,2625
5474,2000,0.75,0,3,0,0,0,0,1,0,0,0.25,0.000375,666.6666667
5475,3000,0.75,0,2,0,0,0,0,1,0,0,0.375,0.00025,1500
5476,5569,0.75,0,8,0,0,0,0,1,1,0,0.09375,0.000134674,696.125
5477,2200,0.75,0,4,0,1,0,0,0,0,0,0.1875,0.000340909,550
5478,22000,0.749673,0,9,0,0,0,0,1,0,0,0.083297,3.41E-05,2444.444444
5479,3751,0.747259,0,4,0,0,0,0,0,0,0,0.18681475,0.000199216,937.75
5480,10000,0.74,0,10,0,1,0,0,1,0,0,0.074,7.40E-05,1000
5481,12600,0.74,0,10,0,0,0,0,1,0,0,0.074,5.87E-05,1260
5482,10000,0.74,0,8,0,1,0,0,1,0,0,0.0925,7.40E-05,1250
5483,8498,0.732675,0,7,0,1,0,0,1,0,0,0.104667857,8.62E-05,1214
5484,4800,0.73,0,8,0,0,0,0,0,0,0,0.09125,0.000152083,600
5485,3000,0.73,0,7,0,0,0,0,1,0,0,0.104285714,0.000243333,428.5714286
5486,4500,0.723785,0,5,0,0,0,0,0,1,0,0.144757,0.000160841,900
5487,5100,0.72,0,12,0,0,0,0,0,0,0,0.06,0.000141176,425
5488,4500,1.1,0,10,0,1,0,0,1,0,0,0.11,0.000244444,450
5489,20000,1.1,0,10,0,0,1,0,1,0,0,0.11,5.50E-05,2000
5490,10000,1.1,0,11,0,1,0,0,0,1,1,0.1,0.00011,909.0909091
5491,15000,1.1,0,13,0,1,0,0,1,0,0,0.084615385,7.33E-05,1153.846154
5492,3249,1.095813,0,2,0,0,0,0,1,0,0,0.5479065,0.000337277,1624.5
5493,3000,1.068113,0,10,0,0,0,0,1,0,0,0.1068113,0.000356038,300
5494,5000,1.0628,0,8,0,0,0,0,1,0,0,0.13285,0.00021256,625
5495,4036,1.037864,0,9,0,0,0,0,0,0,0,0.115318222,0.000257152,448.4444444
5496,5156,1.027313,0,6,0,0,0,0,1,0,0,0.171218833,0.000199246,859.3333333
5497,2700,1.011383,0,8,0,0,0,0,0,0,0,0.126422875,0.000374586,337.5
5498,16000,1,0,10,0,0,0,0,1,0,0,0.1,6.25E-05,1600
5499,5156,0.697508,0,7,0,0,0,0,1,0,0,0.099644,0.000135281,736.5714286
5500,4862,0.694311,0,6,0,0,0,0,1,0,0,0.1157185,0.000142804,810.3333333
5501,4605,0.690687,0,5,0,0,0,0,1,0,0,0.1381374,0.000149986,921
5502,10000,0.69,0,8,0,0,0,0,1,0,0,0.08625,6.90E-05,1250
5503,5000,0.69,0,7,0,1,0,0,1,0,0,0.098571429,0.000138,714.2857143
5504,1600,0.69,0,8,0,1,0,0,1,0,0,0.08625,0.00043125,200
5505,2700,0.69,0,10,0,1,0,0,1,0,0,0.069,0.000255556,270
5506,10000,0.69,0,10,0,1,0,0,1,0,0,0.069,6.90E-05,1000
5507,4230,0.684457,0,4,0,0,1,0,1,0,0,0.17111425,0.00016181,1057.5
5508,7000,0.68,0,5,0,0,1,1,1,0,0,0.136,9.71E-05,1400
5509,6000,0.68,0,9,0,1,0,0,1,0,0,0.075555556,0.000113333,666.6666667
5510,10000,0.68,0,4,0,1,1,0,0,0,0,0.17,6.80E-05,2500
5511,10000,0.68,0,8,0,1,0,0,1,0,0,0.085,6.80E-05,1250
5512,8446,0.67102,0,8,0,0,0,0,1,0,0,0.0838775,7.94E-05,1055.75
5513,5000,0.67,0,13,0,0,0,0,1,0,0,0.051538462,0.000134,384.6153846
5514,2500,0.67,0,7,0,0,0,0,0,0,0,0.095714286,0.000268,357.1428571
5515,14000,0.67,0,7,0,0,0,0,1,0,0,0.095714286,4.79E-05,2000
5516,5254,0.67,0,10,0,0,0,0,0,0,0,0.067,0.000127522,525.4
5517,4536,0.666858,0,5,0,0,0,0,1,0,0,0.1333716,0.000147015,907.2
5518,1200,3.730695,0,49,0,0,0,0,0,0,1,0.076136633,0.003108913,24.48979592
5519,22000,3.704284,0,18,0,0,0,0,1,0,0,0.205793556,0.000168377,1222.222222
5520,58000,3.693867,0,35,0,0,0,0,1,0,0,0.105539057,6.37E-05,1657.142857
5521,8000,3.685457,0,18,0,0,0,0,1,1,0,0.204747611,0.000460682,444.4444444
5522,14000,3.653861,0,8,0,1,1,1,1,0,1,0.456732625,0.00026099,1750
5523,8092,3.653601,0,22,0,0,0,0,1,0,0,0.166072773,0.000451508,367.8181818
5524,5294,3.646594,0,18,0,0,0,0,1,0,0,0.202588556,0.000688816,294.1111111
5525,7688,3.64423,0,20,0,0,0,0,1,0,0,0.1822115,0.000474015,384.4
5526,8416,3.6398,0,21,0,1,0,0,1,0,0,0.17332381,0.000432486,400.7619048
5527,10008,3.639543,0,40,0,0,0,0,1,0,0,0.090988575,0.000363663,250.2
5528,15000,3.635314,0,25,0,0,0,0,1,0,0,0.14541256,0.000242354,600
5529,7137,3.6,0,43,0,0,0,0,0,0,0,0.08372093,0.000504414,165.9767442
5530,18000,3.6,0,38,0,0,0,0,0,0,0,0.094736842,0.0002,473.6842105
5531,2800,3.586366,0,9,0,0,0,0,1,0,0,0.398485111,0.001280845,311.1111111
5532,12670,3.573129,0,20,0,1,0,0,1,0,0,0.17865645,0.000282015,633.5
5533,5872,3.562107,0,25,0,0,0,0,0,0,0,0.14248428,0.000606626,234.88
5534,6530,3.557421,0,10,0,0,0,0,1,0,0,0.3557421,0.000544781,653
5535,8000,3.548459,0,15,0,1,0,0,1,0,0,0.236563933,0.000443557,533.3333333
5536,12000,3.53698,0,14,0,0,0,0,1,0,0,0.252641429,0.000294748,857.1428571
5537,13000,3.504692,0,21,0,0,0,0,1,0,0,0.166890095,0.000269592,619.047619
5538,12000,3.502061,0,20,0,1,0,0,1,0,0,0.17510305,0.000291838,600
5539,10000,0.75,0,18,0,0,0,0,1,0,0,0.041666667,7.50E-05,555.5555556
5540,5200,0.75,0,7,0,1,0,1,1,0,0,0.107142857,0.000144231,742.8571429
5541,21000,0.75,0,6,0,1,0,0,0,0,0,0.125,3.57E-05,3500
5542,4000,0.75,0,9,0,1,0,0,0,0,0,0.083333333,0.0001875,444.4444444
5543,5507,0.75,0,8,0,0,0,0,1,0,0,0.09375,0.00013619,688.375
5544,12500,2,0,12,0,1,0,0,1,0,0,0.166666667,0.00016,1041.666667
5545,12500,2,0,15,0,0,0,0,1,0,0,0.133333333,0.00016,833.3333333
5546,7804,2,0,20,0,0,0,0,1,0,0,0.1,0.000256279,390.2
5547,20000,1.991782,0,13,0,0,0,0,1,0,0,0.153214,9.96E-05,1538.461538
5548,6063,1.980115,0,10,0,0,0,0,1,0,0,0.1980115,0.00032659,606.3
5549,20000,1.962464,0,20,0,0,0,0,0,0,0,0.0981232,9.81E-05,1000
5550,10000,1.943139,0,9,0,0,0,0,1,0,0,0.215904333,0.000194314,1111.111111
5551,25000,1.942759,0,13,0,1,0,0,1,0,0,0.149443,7.77E-05,1923.076923
5552,21263,1.9,0,,0,0,0,0,1,0,0,,8.94E-05,
5553,12000,1.891309,0,15,0,0,0,0,0,0,0,0.126087267,0.000157609,800
5554,20000,1.851995,0,15,0,1,0,0,1,0,0,0.123466333,9.26E-05,1333.333333
5555,44000,1.851168,0,20,0,0,0,0,1,0,0,0.0925584,4.21E-05,2200
5556,2000,1.849601,0,18,0,1,0,0,1,0,0,0.102755611,0.000924801,111.1111111
5557,12000,0.52,0,7,0,1,0,0,1,0,0,0.074285714,4.33E-05,1714.285714
5558,5000,0.52,0,5,0,0,0,0,1,0,0,0.104,0.000104,1000
5559,3200,0.52,0,7,0,0,0,0,1,0,0,0.074285714,0.0001625,457.1428571
5560,4657,0.52,0,5,0,0,0,0,1,1,1,0.104,0.00011166,931.4
5561,4500,0.52,0,6,0,0,0,0,1,0,0,0.086666667,0.000115556,750
5562,3053,0.52,0,5,0,0,0,0,1,0,0,0.104,0.000170324,610.6
5563,4605,0.516844,0,5,0,0,0,0,1,0,0,0.1033688,0.000112235,921
5564,3249,0.511119,0,2,0,0,1,0,1,0,0,0.2555595,0.000157316,1624.5
5565,3735,0.510499,0,2,0,0,0,0,1,0,0,0.2552495,0.00013668,1867.5
5566,3000,0.51,0,6,0,0,0,0,1,0,0,0.085,0.00017,500
5567,2400,0.51,0,6,0,0,0,0,0,0,0,0.085,0.0002125,400
5568,4536,0.500667,0,5,0,0,0,0,1,0,0,0.1001334,0.000110376,907.2
5569,8800,1.1,0,14,0,0,0,0,1,0,0,0.078571429,0.000125,628.5714286
5570,10000,1.1,0,8,0,1,0,0,1,0,0,0.1375,0.00011,1250
5571,15000,1.1,0,10,0,1,0,0,1,0,0,0.11,7.33E-05,1500
5572,6498,1.1,0,12,0,0,0,0,1,1,0,0.091666667,0.000169283,541.5
5573,20000,1.1,0,6,0,0,0,0,1,0,0,0.183333333,5.50E-05,3333.333333
5574,6995,1.1,0,15,0,0,0,0,1,0,0,0.073333333,0.000157255,466.3333333
5575,20000,1.1,0,13,0,1,0,0,1,0,0,0.084615385,5.50E-05,1538.461538
5576,20000,1.1,0,10,0,1,0,0,1,0,0,0.11,5.50E-05,2000
5577,32000,1.1,0,11,0,1,1,0,1,0,0,0.1,3.44E-05,2909.090909
5578,2850,0.54,0,6,0,0,0,0,0,0,0,0.09,0.000189474,475
5579,7800,0.54,0,6,0,0,0,0,1,0,0,0.09,6.92E-05,1300
5580,3100,0.54,0,5,0,0,0,0,0,0,0,0.108,0.000174194,620
5581,2300,0.534859,0,4,0,0,0,0,0,0,0,0.13371475,0.000232547,575
5582,4787,0.531537,0,14,0,0,0,0,1,0,0,0.037966929,0.000111038,341.9285714
5583,1000,0.53,0,4,0,0,1,1,1,0,0,0.1325,0.00053,250
5584,4605,0.53,0,5,0,0,0,1,1,0,0,0.106,0.000115092,921
5585,6000,0.53,0,6,0,0,0,0,1,0,0,0.088333333,8.83E-05,1000
5586,8000,0.8,0,7,0,0,0,0,1,0,0,0.114285714,0.0001,1142.857143
5587,6000,0.8,0,13,0,1,0,0,0,1,0,0.061538462,0.000133333,461.5384615
5588,1800,0.8,0,6,0,0,0,0,1,0,0,0.133333333,0.000444444,300
5589,5600,0.8,0,8,0,0,0,0,1,0,0,0.1,0.000142857,700
5590,5000,0.8,0,7,0,1,0,0,1,0,0,0.114285714,0.00016,714.2857143
5591,24000,0.79,0,8,0,0,0,0,1,0,0,0.09875,3.29E-05,3000
5592,3233,0.79,0,8,0,0,0,0,0,0,0,0.09875,0.000244355,404.125
5593,6000,0.79,0,10,0,0,0,0,1,1,0,0.079,0.000131667,600
5594,18500,0.79,0,8,0,0,0,0,1,0,0,0.09875,4.27E-05,2312.5
5595,8000,0.788657,0,5,0,1,0,0,0,0,0,0.1577314,9.86E-05,1600
5596,3000,0.785,0,5,0,0,0,0,0,0,0,0.157,0.000261667,600
5597,2647,0.78,0,5,0,0,0,0,0,1,0,0.156,0.000294673,529.4
5598,6235,0.78,0,10,0,0,0,0,1,0,0,0.078,0.0001251,623.5
5599,4277,0.5,0,6,0,0,0,0,0,0,0,0.083333333,0.000116904,712.8333333
5600,7500,0.5,0,6,0,1,0,0,1,0,0,0.083333333,6.67E-05,1250
5601,3007,0.5,0,4,0,0,0,0,1,0,0,0.125,0.000166279,751.75
5602,3200,0.5,0,2,0,0,0,1,1,0,0,0.25,0.00015625,1600
5603,3373,0.5,0,6,0,0,0,0,0,0,0,0.083333333,0.000148236,562.1666667
5604,2108,0.5,0,1,0,0,0,0,1,0,0,0.5,0.000237192,2108
5605,7200,0.5,0,5,0,0,0,0,1,0,0,0.1,6.94E-05,1440
5606,5995,0.5,0,10,0,0,0,0,1,0,0,0.05,8.34E-05,599.5
5607,6800,2.1,0,20,0,1,0,0,1,0,0,0.105,0.000308824,340
5608,1829,2.1,0,1,0,0,0,0,0,0,0,2.1,0.001148168,1829
5609,6152,2.1,0,25,0,0,0,0,0,1,0,0.084,0.000341352,246.08
5610,18000,2.090704,0,28,0,1,0,0,0,0,0,0.074668,0.00011615,642.8571429
5611,14000,2,0,12,0,0,0,0,1,0,0,0.166666667,0.000142857,1166.666667
5612,10000,2,0,6,0,0,0,0,1,0,0,0.333333333,0.0002,1666.666667
5613,2379,2,0,2,0,0,0,0,1,0,0,1,0.000840689,1189.5
5614,8000,2,0,30,0,0,0,0,0,1,1,0.066666667,0.00025,266.6666667
5615,3610,2,0,8,0,0,0,0,1,0,0,0.25,0.000554017,451.25
5616,7935,2,0,20,0,0,1,0,1,0,0,0.1,0.000252048,396.75
5617,3204,2,0,3,0,0,1,0,1,0,0,0.666666667,0.00062422,1068
5618,6000,2,0,3,0,0,1,1,1,0,0,0.666666667,0.000333333,2000
5619,2000,2,0,26,0,1,0,0,1,0,0,0.076923077,0.001,76.92307692
5620,4992,0.57,0,6,0,0,0,0,1,0,0,0.095,0.000114183,832
