,Facility Size (sq Ft),"Revenue (US Dollars, million)","Net Income (US Dollars, million)",Total Employees,"Total Assets (US Dollars, million)",Owns Rents_Owns,Importer,Exporter,Manufacturing,Women Owned,Minority Owned,RevPerEm,RevPerSq,SqPerEm,LogRpE,LogRpF,LogFpE
4179,1225,0.065,0,1,0,1,0,0,1,0,0,0.065,5.31E-05,1225,-3.943416472,-0.384402309,10.25856603
4180,2768,0.065,0,2,0,0,0,0,1,0,0,0.0325,2.35E-05,1384,-2.488018783,-0.344866173,7.21444717
4181,2150,0.053,0,1,0,0,0,0,0,0,0,0.053,2.47E-05,2150,-4.23786383,-0.382820012,11.07012094
4182,2481,0.080618,0,1,0,0,0,0,1,0,0,0.080618,3.25E-05,2481,-3.632754197,-0.32214675,11.27670602
4183,2313,0.08,0,2,0,0,0,0,1,0,0,0.04,3.46E-05,1156.5,-2.299017288,-0.326056108,7.050986724
4184,3315,0.08,0,2,0,0,0,0,1,0,0,0.04,2.41E-05,1657.5,-2.299017288,-0.311579362,7.378592963
4185,2518,0.038657,0,1,0,0,0,0,1,1,0,0.038657,1.54E-05,2518,-4.693126509,-0.415392151,11.29806257
4186,2481,0.054,0,1,0,0,0,0,1,0,0,0.054,2.18E-05,2481,-4.210896782,-0.373415497,11.27670602
4187,71790,,,,,0,0,0,1,0,0,,,,,,
4188,63565,,,,,0,0,0,1,0,0,,,,,,
4189,2481,0.041,0,1,0,0,0,0,1,0,0,0.041,1.65E-05,2481,-4.60823228,-0.408650564,11.27670602
4190,3278,0.04,0,2,0,0,0,0,1,0,0,0.02,1.22E-05,1639,-2.929947041,-0.397638085,7.368376308
4191,400,0.04,0,1,0,1,0,0,0,0,0,0.04,0.0001,400,-4.64385619,-0.537243574,8.64385619
4192,61631,,,,,0,0,0,1,0,0,,,,,,
4193,49176,,,,,0,0,0,1,0,1,,,,,,
4194,39553,,,,,0,0,0,1,0,0,,,,,,
4195,1823,0.069,0,1,0,0,0,0,0,0,0,0.069,3.78E-05,1823,-3.857259828,-0.356095331,10.83209885
4196,2518,0.056085,0,1,0,0,0,0,1,0,0,0.056085,2.23E-05,2518,-4.156241218,-0.367872031,11.29806257
4197,1626,0.055595,0,1,0,0,0,0,1,0,0,0.055595,3.42E-05,1626,-4.168901051,-0.390818174,10.66711154
4198,2150,0.055,0,1,0,0,0,0,0,0,0,0.055,2.56E-05,2150,-4.184424571,-0.37799267,11.07012094
4199,1695,0.043,0,1,0,0,0,0,0,0,0,0.043,2.54E-05,1695,-4.53951953,-0.423183564,10.72706956
4200,2126,,,1,,0,0,0,1,0,0,,,2126,,,11.05392588
4201,49176,,,,,0,0,0,1,0,0,,,,,,
4202,75330,,,,,0,0,0,1,0,0,,,,,,
4203,31769,,,,,0,0,0,1,0,0,,,,,,
4204,48909,,,,,0,0,0,1,0,0,,,,,,
4205,2126,0.057,0,1,0,0,0,0,1,0,0,0.057,2.68E-05,2126,-4.13289427,-0.373884746,11.05392588
4206,34415,,,,,0,0,0,1,1,0,,,,,,
4207,9015,,,,,0,0,0,1,0,0,,,,,,
4208,74053,,,,,0,0,0,1,0,0,,,,,,
4209,58281,,,,,0,0,0,1,0,0,,,,,,
4210,130000,,,50,,1,1,0,1,0,0,,,2600,,,2.994865701
4211,2207,0.02,0,1,0,0,0,0,0,0,0,0.02,9.06E-06,2207,-5.64385619,-0.508095227,11.10787091
4212,40000,,,62,,0,0,0,1,0,0,,,645.1612903,,,2.557637015
4213,3604,,,,,0,0,0,1,0,0,,,,,,
4214,4321,,,,,0,0,0,1,0,0,,,,,,
4215,100000,,,,,1,0,0,1,0,0,,,,,,
4216,12130,,,,,0,0,0,1,0,0,,,,,,
4217,2207,,,2,,0,0,0,0,0,0,,,1103.5,,,7.008286259
4218,90000,,,,,1,0,0,1,0,0,,,,,,
4219,,0.028,0,1,0,0,0,0,1,1,0,0.028,,,-5.158429363,,
4220,1695,0.021565,0,1,0,0,0,0,1,0,0,0.021565,1.27E-05,1695,-5.535164474,-0.515999681,10.72706956
4221,41138,,,,,0,0,0,1,0,0,,,,,,
4222,7739,,,,,0,0,0,1,0,0,,,,,,
4223,105349,,,,,1,0,0,1,0,0,,,,,,
4224,70402,,,,,1,0,0,1,0,0,,,,,,
4225,6242,,,,,0,0,0,1,0,0,,,,,,
4226,18806,,,,,0,0,0,1,0,0,,,,,,
4227,,,,,,0,0,0,1,1,0,,,,,,
4228,125000,,,,,1,0,0,1,0,0,,,,,,
4229,49705,,,,,0,0,0,1,0,0,,,,,,
4230,26247,,,,,0,0,0,1,0,1,,,,,,
4231,2382,,,,,0,0,0,0,0,0,,,,,,
4232,10148,,,,,0,0,0,1,0,0,,,,,,
4233,23828,,,,,0,0,0,1,0,0,,,,,,
4234,450000,,,,,1,0,0,1,0,0,,,,,,
4235,42672,,,,,0,0,0,1,1,0,,,,,,
4236,1892,,,2,,0,0,1,0,0,0,,,946,,,6.86810973
4237,75000,,,,,0,0,0,1,0,0,,,,,,
4238,14656,,,,,0,0,0,1,0,0,,,,,,
4239,21514,,,,,0,0,0,0,0,0,,,,,,
4240,2463,,,4,,0,0,0,0,1,0,,,615.75,,,4.852088632
4241,10148,,,,,0,0,0,1,0,1,,,,,,
4242,4316,,,4,,0,0,0,1,0,0,,,1079,,,5.200625797
4243,7088,,,,,0,0,0,1,1,0,,,,,,
4244,100339,,,,,0,0,0,1,0,0,,,,,,
4245,44158,,,,,0,0,0,1,0,0,,,,,,
4246,22797,,,,,0,0,0,1,0,0,,,,,,
4247,4321,,,,,0,0,0,1,0,0,,,,,,
4248,14532,,,,,0,0,0,1,0,0,,,,,,
4249,49705,,,,,0,0,0,1,0,0,,,,,,
4250,4321,,,,,0,0,0,1,0,0,,,,,,
4251,6048,1.4,0,10,0,0,0,0,1,0,0,0.14,0.000231481,604.8,0.140319821,0.038641734,3.631302425
4252,10000,1.4,0,15,0,0,0,0,1,0,0,0.093333333,0.00014,666.6666667,0.121356707,0.036532009,3.321928095
4253,4830,1.399179,0,14,0,0,0,0,1,0,0,0.099941357,0.000289685,345,0.124032278,0.039597006,3.132365029
4254,4204,1.5,0,8,0,0,0,0,1,0,0,0.1875,0.000356803,525.5,0.184535123,0.048594826,3.797423267
4255,12000,1.5,0,17,0,1,0,0,1,0,0,0.088235294,0.000125,705.8823529,0.1402813,0.043168285,3.24963801
4256,5958,1.45011,0,10,0,0,0,0,1,0,0,0.145011,0.000243389,595.8,0.154985674,0.04275408,3.625049948
4257,5473,1.411661,0,8,0,0,0,0,1,0,0,0.176457625,0.000257932,684.125,0.156910235,0.040053875,3.917479478
4258,15000,1.4,0,15,0,0,0,1,1,0,0,0.093333333,9.33E-05,1000,0.121356707,0.034991581,3.46816872
4259,22000,1.3,0,15,0,1,0,0,1,1,0,0.086666667,5.91E-05,1466.666667,0.094627906,0.026239581,3.606303976
4260,4800,1.3,0,13,0,0,0,0,1,0,0,0.1,0.000270833,369.2307692,0.099415902,0.030952427,3.211893543
4261,11000,1.54199,0,9,0,0,0,0,1,0,0,0.171332222,0.000140181,1222.222222,0.188081557,0.046538798,4.041392685
4262,30000,1.5,0,13,0,1,0,0,1,1,0,0.115384615,5.00E-05,2307.692308,0.153640129,0.039331358,3.906301142
4263,12000,1.5,0,8,0,1,0,0,1,1,0,0.1875,0.000125,1500,0.184535123,0.043168285,4.274784665
4264,16000,0.98,0,16,0,0,0,0,1,0,0,0.06125,6.13E-05,1000,-0.007130669,-0.002086982,3.416736696
4265,,0.95,0,11,0,0,0,0,1,0,0,0.086363636,,,-0.02064194,,
4266,2541,2.559597,0,4,0,0,0,1,0,0,0,0.63989925,0.001007319,635.25,0.583961529,0.119874019,4.871460354
4267,7095,2.5,0,15,0,0,0,0,1,0,0,0.166666667,0.000352361,473,0.330482024,0.103335478,3.198146742
4268,18000,2.5,0,13,0,1,0,0,1,0,1,0.192307692,0.000138889,1384.615385,0.347203799,0.093516927,3.712737471
4269,35000,5.981512,0,48,0,0,0,0,1,0,0,0.124614833,0.0001709,729.1666667,0.459598142,0.17095056,2.688485731
4270,15063,84.038786,0,410,0,0,0,0,1,0,0,0.204972649,0.005579153,36.73902439,0.736264817,0.460632012,1.598379612
4271,66000,80,0,128,0,0,1,1,1,0,0,0.625,0.001212121,515.625,0.901686376,0.39486931,2.283505843
4272,654559,180,0,850,0,1,1,0,1,0,0,0.211764706,0.000274994,770.0694118,0.769736084,0.387773789,1.985013182
4273,60000,124.919544,0,171,0,1,1,0,1,0,0,0.730523649,0.002081992,350.877193,0.937867909,0.438795317,2.137369917
4274,52000,115.812091,0,421,0,1,1,1,1,0,0,0.275088102,0.002227156,123.5154394,0.786098395,0.437606539,1.796358884
4275,300000,110.234909,0,400,0,1,1,1,1,0,0,0.275587273,0.00036745,750,0.78455854,0.372881858,2.104040526
4276,150000,109.438491,0,300,0,1,1,0,1,0,0,0.36479497,0.00072959,500,0.822721561,0.393959456,2.088340687
4277,4646,109.438491,0,300,0,0,0,0,1,0,0,0.36479497,0.023555422,15.48666667,0.822721561,0.556074735,1.479516169
4278,120000,106.974153,0,115,0,1,0,0,1,0,0,0.930210026,0.000891451,1043.478261,0.982959628,0.399528735,2.460297702
4279,1000,106.605443,0,425,0,0,1,1,1,0,0,0.250836336,0.106605443,2.352941176,0.771191898,0.67592646,1.140940537
4280,160000,500.217081,0,1400,0,0,1,0,1,0,0,0.357297915,0.003126357,114.2857143,0.85784573,0.518658011,1.653971812
4281,500000,487.331242,0,3200,0,1,1,1,1,0,0,0.152291013,0.000974662,156.25,0.766791784,0.471633339,1.62582184
4282,633000,294.527651,0,726,0,1,1,1,1,0,0,0.40568547,0.000465289,871.9008264,0.86286786,0.425608387,2.027375134
4283,481000,250.136637,0,848,0,1,1,1,1,0,0,0.294972449,0.000520035,567.2169811,0.818795797,0.422054924,1.940021905
4284,61562,5.710498,0,8,0,1,0,1,1,0,0,0.71381225,9.28E-05,7695.25,0.79295774,0.157992186,5.018968106
4285,45000,5.701798,0,25,0,0,0,0,1,0,0,0.22807192,0.000126707,1800,0.534294041,0.162470943,3.28855135
4286,22080,5.684428,0,25,0,0,0,0,1,0,0,0.22737712,0.000257447,883.2,0.533357587,0.173730877,3.070021831
4287,80000,5.659755,0,22,0,0,0,0,1,0,0,0.257261591,7.07E-05,3636.363636,0.552825324,0.153535349,3.600638731
4288,94000,8.966676,0,47,0,0,1,1,1,0,0,0.19078034,9.54E-05,2000,0.566623906,0.191555799,2.958009679
4289,23000,8.458865,0,30,0,0,0,0,1,1,0,0.281962167,0.000367777,766.6666667,0.621788864,0.212602007,2.924661304
4290,37000,8.455152,0,37,0,0,0,1,1,1,0,0.228517622,0.000228518,1000,0.586866088,0.202951068,2.891662968
4291,75000,9.630675,0,50,0,0,1,0,1,0,0,0.1926135,0.000128409,1500,0.576056399,0.201773203,2.854969788
4292,9051,14.771568,0,85,0,0,0,0,1,0,0,0.173783153,0.001632037,106.4823529,0.604511519,0.2955563,2.045334574
4293,75000,16.850103,0,105,0,0,1,0,1,1,1,0.160477171,0.000224668,714.2857143,0.605638181,0.25160762,2.407074085
4294,30000,16.376169,0,65,0,1,0,0,1,0,0,0.251941062,0.000545872,461.5384615,0.667316841,0.271203803,2.460573316
4295,50000,16.042488,0,42,0,0,0,0,1,0,0,0.381964,0.00032085,1190.47619,0.737860421,0.256497003,2.876682429
4296,22700,15.606586,0,75,0,0,0,0,1,0,0,0.208087813,0.000687515,302.6666667,0.634463678,0.273944175,2.31603274
4297,23000,15.446771,0,50,0,0,0,0,1,0,0,0.30893542,0.000671599,460,0.696216018,0.272561185,2.554347632
4298,66000,29.969609,0,85,0,0,0,1,1,1,0,0.352583635,0.000454085,776.4705882,0.763340532,0.306394359,2.491366138
4299,100000,29.725824,0,105,0,0,1,1,1,0,0,0.283103086,0.000297258,952.3809524,0.727363668,0.29462678,2.468762909
4300,9874,36.442284,0,140,0,0,0,0,1,0,0,0.260302029,0.003690732,70.52857143,0.726592081,0.390939611,1.85857882
4301,10228,35.382288,0,240,0,0,0,0,1,0,0,0.1474262,0.003459355,42.61666667,0.650199342,0.386251059,1.683359375
4302,6500,31.957587,0,140,0,1,0,0,1,0,0,0.228268479,0.004916552,46.42857143,0.700056114,0.394599572,1.774092429
4303,22000,26.407533,0,115,0,1,0,0,1,0,0,0.229630722,0.001200342,191.3043478,0.688668812,0.327404294,2.103420221
4304,90000,26.084474,0,85,0,1,1,0,1,0,0,0.306876165,0.000289827,1058.823529,0.732170182,0.285892764,2.560995852
4305,54000,47.352154,0,100,0,0,1,0,0,0,0,0.47352154,0.000876892,540,0.83586383,0.354015288,2.361095292
4306,106000,46.040533,6.580933,180,0,0,1,0,1,1,0,0.255780739,0.000434345,588.8888889,0.736659488,0.330953058,2.225873037
4307,45000,44.051405,0,250,0,0,1,0,1,0,0,0.17620562,0.00097892,180,0.685076371,0.353295655,1.939102167
4308,39620,14.394331,0,85,0,1,1,0,1,0,0,0.169345071,0.00036331,466.1176471,0.598703754,0.251894961,2.376799252
4309,62000,18.801359,0,60,0,0,1,0,1,0,0,0.313355983,0.000303248,1033.333333,0.71369963,0.265877525,2.684317259
4310,60000,18.783948,0,75,0,1,1,0,1,0,0,0.25045264,0.000313066,800,0.677253122,0.266585717,2.540470395
4311,75000,17.64679,0,75,0,0,0,0,1,0,0,0.235290533,0.000235291,1000,0.662833214,0.255723087,2.591995976
4312,60000,9.364655,0,40,0,0,0,0,1,0,0,0.234116375,0.000156078,1500,0.602369486,0.203319596,2.962673039
4313,55000,9.334431,0,40,0,1,0,0,1,0,0,0.233360775,0.000169717,1375,0.601498983,0.204644225,2.939242397
4314,77000,9.289702,0,42,0,1,0,0,0,0,0,0.221183381,0.000120645,1833.333333,0.592605128,0.198097538,2.991481536
4315,50000,62.618047,0,281,0,1,0,0,0,0,0,0.222840025,0.001252361,177.9359431,0.733272185,0.382360287,1.91775195
4316,23000,57.84326,0,48,0,0,0,0,1,0,0,1.205067917,0.002514924,479.1666667,1.042632143,0.404026301,2.580604634
4317,90000,55.530228,0,514,0,0,0,0,1,0,0,0.108035463,0.000617003,175.0972763,0.643308801,0.352128394,1.826915445
4318,15500,9.149568,0,11,0,1,0,0,0,0,0,0.831778909,0.000590295,1409.090909,0.890861097,0.229433052,3.882880391
4319,30200,8.371457,0,33,0,1,0,0,1,0,0,0.253680515,0.000277201,915.1515152,0.602555504,0.205982058,2.9252815
4320,20000,8.355111,0,23,0,0,0,0,1,1,0,0.363265696,0.000417756,869.5652174,0.667979072,0.214356148,3.116211393
4321,99000,20.175566,0,92,0,1,0,0,1,0,0,0.21929963,0.000203794,1076.086957,0.662858537,0.261193157,2.537809737
4322,158000,19.56818,0,140,0,1,0,0,1,0,0,0.139772714,0.000123849,1128.571429,0.600939396,0.248439244,2.418858578
4323,50000,19.558192,0,100,0,0,1,0,1,0,0,0.19558192,0.000391164,500,0.644272282,0.274811013,2.344419446
4324,85000,6.240211,0,25,0,1,1,1,1,0,0,0.24960844,7.34E-05,3400,0.561988871,0.161317041,3.483753904
4325,75000,10.799998,0,60,0,1,0,0,1,0,0,0.179999967,0.000144,1250,0.578841878,0.21198168,2.73062219
4326,30000,10.658035,0,60,0,0,1,0,1,1,0,0.177633917,0.000355268,500,0.575623127,0.229539716,2.507727797
4327,78000,10.407253,0,30,0,0,0,0,1,0,0,0.346908433,0.000133426,2600,0.682152503,0.207955118,3.280287152
4328,100000,10.259232,0,70,0,0,1,0,1,0,0,0.146560457,0.000102592,1428.571429,0.546177065,0.20222297,2.700865605
4329,25000,10.081471,0,45,0,0,0,0,1,0,0,0.224032689,0.000403259,555.5555556,0.603529802,0.228180444,2.64496725
4330,90000,10.005687,0,40,0,1,0,0,1,0,0,0.250142175,0.000111174,2250,0.620198986,0.201897043,3.0718577
4331,41000,5.579689,0,60,0,0,0,0,1,0,0,0.092994817,0.00013609,683.3333333,0.41819163,0.161856704,2.583715214
4332,1800,5.560726,0,46,0,0,0,0,1,0,0,0.120885348,0.003089292,39.13043478,0.445626727,0.228899883,1.946819374
4333,33000,5.458238,0.210774,15,0,1,0,0,1,0,0,0.363882533,0.000165401,2200,0.612108826,0.163118335,3.752544601
4334,11400,5.435332,0,35,0,0,1,1,1,1,0,0.1552952,0.000476784,325.7142857,0.47241849,0.181228326,2.606758551
4335,15000,5.430588,0,25,0,0,1,0,0,0,0,0.21722352,0.000362039,600,0.519336182,0.175965229,2.951356833
4336,7726,5.356885,0,50,0,0,0,0,0,0,0,0.1071377,0.000693358,154.52,0.426871079,0.187479634,2.276893072
4337,7916,5.220502,0,20,0,0,1,0,1,0,0,0.2610251,0.000659487,395.8,0.542808798,0.184099321,2.948456282
4338,117000,25.386936,0,100,0,1,1,1,1,1,0,0.25386936,0.000216982,1170,0.700790954,0.277142616,2.528629355
4339,42000,24.899574,2.257525,54,0,0,0,1,1,0,0,0.461103222,0.000592847,777.7777778,0.802241927,0.301993648,2.656486098
4340,100000,22.763582,0,124,0,1,0,0,1,0,0,0.183577274,0.000227636,806.4516129,0.647257438,0.27144812,2.38446093
4341,60000,7,0,50,0,1,0,0,1,1,0,0.14,0.000116667,1200,0.494912626,0.17686716,2.798216622
4342,35000,7,0,40,0,1,1,0,1,0,0,0.175,0.0002,875,0.523999565,0.185978298,2.81753071
4343,20000,6.895891,0,35,0,1,0,0,1,0,0,0.197025457,0.000344795,571.4285714,0.538835084,0.194974318,2.763620821
4344,20500,6.828785,0,28,0,0,0,0,1,0,0,0.243885179,0.000333111,732.1428571,0.570531032,0.193504422,2.948413405
4345,30000,6.820257,0,20,0,0,0,0,1,0,0,0.34101285,0.000227342,1500,0.630606998,0.186235908,3.386065589
4346,53000,11.915764,0,23,0,1,1,1,1,0,0,0.518076696,0.000224826,2304.347826,0.779679125,0.227785575,3.422864361
4347,13692,11.873844,0,56,0,0,0,0,1,0,0,0.212032929,0.00086721,244.5,0.61199768,0.259784828,2.355786847
4348,41000,11.347,0,32,0,0,0,0,1,0,0,0.35459375,0.000276756,1281.25,0.694679862,0.228686426,3.037696089
4349,8535,6.775106,0,24,0,0,0,0,1,0,0,0.282296083,0.000793803,355.625,0.594386089,0.211364303,2.812140364
4350,37000,6.591715,0,27,0,0,0,0,1,0,0,0.244137593,0.000178154,1370.37037,0.56593572,0.179282455,3.156670954
4351,6000,6.538356,0,60,0,1,1,0,1,0,0,0.1089726,0.001089726,100,0.456760733,0.215837988,2.116220306
4352,14000,2.358047,0,38,0,1,0,0,1,0,0,0.062053868,0.000168432,368.4210526,0.234152941,0.089855512,2.60588289
4353,28000,2.8,0,45,0,0,0,0,1,0,0,0.062222222,1.00E-04,622.2222222,0.26892553,0.100549166,2.674567485
4354,26000,2.792597,0,16,0,0,0,0,1,0,0,0.174537313,0.000107408,1625,0.362476052,0.101021735,3.588099653
4355,25600,2.70123,0,15,0,0,0,0,1,0,0,0.180082,0.000105517,1706.666667,0.358404121,0.097898837,3.660964047
4356,14000,2.264653,0,10,0,0,0,0,1,0,0,0.2264653,0.000161761,1400,0.340891262,0.085622456,3.981330093
4357,4321,2.207173,0,,0,0,0,0,1,0,0,,0.000510801,,,0.094575273,
4358,4402,2.180402,0,12,0,0,0,0,1,0,0,0.181700167,0.000495321,366.8333333,0.303908247,0.092911385,3.270947334
4359,18500,2.18,0,14,0,0,0,0,1,0,0,0.155714286,0.000117838,1321.428571,0.287780809,0.079316352,3.62826583
4360,5084,2.147382,0,20,0,0,0,0,1,0,0,0.1073691,0.00042238,254.2,0.251024402,0.089555019,2.803018801
4361,7000,3.02094,0,15,0,1,1,1,1,0,0,0.201396,0.000431563,466.6666667,0.398749383,0.124871224,3.193284802
4362,140000,13.526654,0,78,0,0,1,0,1,0,0,0.173418641,9.66E-05,1794.871795,0.596107837,0.219813882,2.711875299
4363,12025,13.428239,0,60,0,0,1,0,1,0,0,0.223803983,0.001116693,200.4166667,0.631826702,0.276469495,2.285339664
4364,130000,13.224696,0,30,0,0,0,1,1,0,0,0.4408232,0.000101728,4333.333333,0.751920679,0.219280039,3.429042984
4365,5281,13,0,100,0,0,0,0,1,0,0,0.13,0.002461655,52.81,0.555770829,0.299228655,1.857344943
4366,20000,12.947977,0,50,0,1,0,0,1,0,0,0.25895954,0.000647399,400,0.651335995,0.258589668,2.51880131
4367,35000,12.570749,0,45,0,0,0,0,1,0,0,0.279349978,0.000359164,777.7777778,0.661167329,0.241933251,2.732850183
4368,43000,12.404567,0,25,0,1,1,1,1,0,0,0.49618268,0.000288478,1720,0.772863751,0.236017925,3.274597689
4369,94000,12.191829,0.292874,63,0,0,0,0,1,0,0,0.193521095,0.0001297,1492.063492,0.601307111,0.218387481,2.753395523
4370,50000,12.168464,0,48,0,0,1,0,1,0,0,0.253509667,0.000243369,1041.666667,0.642076842,0.230951839,2.780133063
4371,28000,7.553843,0,45,0,0,0,0,1,0,0,0.167863178,0.00026978,622.2222222,0.528139418,0.197467225,2.674567485
4372,16000,7.377149,0,23,0,0,0,0,1,1,0,0.320745609,0.000461072,695.6521739,0.628808496,0.206437628,3.045997493
4373,20000,7.270413,0,20,0,0,0,0,1,0,0,0.36352065,0.000363521,1000,0.651600748,0.200314595,3.252887031
4374,10000,3,0,20,0,1,1,1,1,0,0,0.15,0.0003,500,0.360848807,0.119280314,3.025216782
4375,4316,3,0,4,0,0,1,0,1,0,0,0.75,0.000695088,1079,0.682606194,0.131254626,5.200625797
4376,25000,3,0,20,0,0,0,0,1,0,0,0.15,0.00012,1250,0.360848807,0.10848744,3.32618048
4377,10250,2.943822,0,40,0,0,0,0,1,0,0,0.07359555,0.000287202,256.25,0.290746677,0.116914443,2.486832844
4378,6952,2.927109,0,14,0,0,0,0,1,0,0,0.209079214,0.000421046,496.5714286,0.396600937,0.121401762,3.266846628
4379,7000,1,0,4,0,1,0,0,1,0,0,0.25,0.000142857,1750,0,0,5.501091629
4380,6117,1,0,10,0,0,0,0,1,0,0,0.1,0.000163479,611.7,0,0,3.636033299
4381,1300,1,0,4,0,0,0,0,0,0,0,0.25,0.000769231,325,0,0,4.455045757
4382,7402,3.970795,0,17,0,0,0,0,1,0,0,0.233576176,0.000536449,435.4117647,0.477089607,0.154774732,3.082477363
4383,7233,4.195798,0,16,0,0,0,0,1,0,0,0.262237375,0.000580091,452.0625,0.506168571,0.161379419,3.136512535
4384,7233,4.19336,0,16,0,0,0,0,1,0,0,0.262085,0.000579754,452.0625,0.505963423,0.161314013,3.136512535
4385,30000,4.147354,0,65,0,1,0,0,1,0,0,0.063805446,0.000138245,461.5384615,0.339519752,0.137984002,2.460573316
4386,13200,4.14665,0,19,0,0,0,0,1,0,1,0.218244737,0.00031414,694.7368421,0.474775664,0.149905666,3.167162898
4387,20000,4.02368,0,20,0,1,0,0,1,1,0,0.201184,0.000201184,1000,0.45727924,0.140576428,3.252887031
4388,11500,3.869142,0.325421,22,0,0,0,0,1,0,0,0.175870091,0.000336447,522.7272727,0.431521376,0.144707804,2.982018677
4389,7057,3.800091,0,17,0,0,0,0,1,0,0,0.223534765,0.000538485,415.1176471,0.461886956,0.150649838,3.065963846
4390,16666,3.767408,0,18,0,0,0,0,1,0,0,0.209300444,0.000226054,925.8888889,0.450471971,0.136443786,3.301520617
4391,5591,4.537561,0,23,0,0,0,0,0,0,0,0.197285261,0.000811583,243.0869565,0.475885471,0.175269998,2.715156477
4392,8500,4.528709,0,28,0,1,0,0,1,0,0,0.161739607,0.000532789,303.5714286,0.4485608,0.166939292,2.686969574
4393,40000,4.51,0,25,0,1,1,0,1,0,0,0.1804,0.00011275,1600,0.462324285,0.142148634,3.252400477
4394,55000,4.5,0,46,0,1,0,0,1,0,0,0.097826087,8.18E-05,1195.652174,0.390654477,0.137798003,2.834979225
4395,8000,4.421227,0,26,0,1,1,1,0,0,0,0.170047192,0.000552653,307.6923077,0.450998432,0.165392757,2.726833028
4396,5168,4.332041,0,17,0,0,0,0,1,0,0,0.254825941,0.000838243,304,0.507214613,0.171461692,2.958180387
4397,9924,4.319433,0,26,0,1,0,0,1,0,0,0.166132038,0.000435251,381.6923077,0.443930996,0.158988377,2.792222952
4398,200000,7.998345,0,60,0,0,0,0,1,0,0,0.13330575,4.00E-05,3333.333333,0.505788967,0.170344279,2.969216047
4399,40000,7.801551,0,45,0,0,0,0,1,0,0,0.1733678,0.000195039,888.8888889,0.536566982,0.193865563,2.767727148
4400,23000,7.772977,0,16,0,1,1,0,0,0,0,0.485811063,0.000337956,1437.5,0.723790616,0.204182245,3.544826413
4401,88800,7.668748,0,50,0,0,1,1,1,0,0,0.15337496,8.64E-05,1776,0.51811895,0.178789538,2.89792656
4402,50000,7.654604,0,37,0,1,0,0,1,0,0,0.206881189,0.000153092,1351.351351,0.559521399,0.188109889,2.97443904
4403,25000,0.99,0,11,0,0,0,0,1,0,0,0.09,3.96E-05,2272.727273,-0.004044553,-0.000992466,4.075256149
4404,2500,1.7,0,19,0,0,1,0,1,0,0,0.089473684,0.00068,131.5789474,0.177128062,0.067820185,2.611730721
4405,16000,1.7,0,16,0,1,0,0,0,0,0,0.10625,0.00010625,1000,0.187288491,0.05481502,3.416736696
4406,5281,1.672304,0,7,0,0,0,0,1,0,0,0.238900571,0.000316664,754.4285714,0.247279044,0.059987176,4.122198475
4407,16000,1.632661,0,19,0,0,0,0,1,0,0,0.085929526,0.000102041,842.1052632,0.163636518,0.050639853,3.231378213
4408,10000,1.6,0,38,0,0,0,0,1,0,0,0.042105263,0.00016,263.1578947,0.128291448,0.051029996,2.514039959
4409,22000,4.899591,0,11,0,1,0,0,1,0,0,0.445417364,0.000222709,2000,0.639521703,0.158934281,4.023812216
4410,7874,4.858881,0,20,0,0,0,0,1,0,0,0.24294405,0.000617079,393.7,0.519230256,0.176206835,2.946708935
4411,16000,4.764396,0,25,0,0,0,0,1,0,0,0.19057584,0.000297775,640,0.479166517,0.161272241,2.971165491
4412,9000,4.731841,0,14,0,0,0,0,1,0,0,0.337988643,0.00052576,642.8571429,0.573960684,0.170710355,3.362190203
4413,15000,4.722962,0,25,0,1,0,0,1,0,0,0.18891848,0.000314864,600,0.476485619,0.161446293,2.951356833
4414,7000,4.718986,0,20,0,0,0,0,1,0,0,0.2359493,0.000674141,350,0.509634591,0.175248767,2.90806378
4415,8572,4.685934,0,25,0,0,0,0,1,0,0,0.18743736,0.000546656,342.88,0.474069825,0.170552289,2.779615721
4416,11102,4.647342,0,25,0,0,1,1,1,0,0,0.18589368,0.000418604,444.08,0.471531591,0.164929162,2.858994644
4417,200000,3.273296,0,21,0,0,1,0,1,0,0,0.155871238,1.64E-05,9523.809524,0.383623792,0.097148154,3.948853123
4418,32000,3.2,0,43,0,0,0,0,1,1,0,0.074418605,0.0001,744.1860465,0.307371174,0.112127228,2.741271497
4419,6178,3.169586,0,11,0,0,0,0,1,0,0,0.288144182,0.000513044,561.6363636,0.464243186,0.132161077,3.512707358
4420,12281,3.099242,0,18,0,1,0,0,1,0,0,0.172180111,0.000252361,682.2777778,0.384167433,0.120133874,3.197827735
4421,9000,0.95,0,6,0,0,0,0,1,0,0,0.158333333,0.000105556,1500,-0.026359539,-0.005633543,4.679034055
4422,2500,0.95,0,10,0,0,0,0,1,0,0,0.095,0.00038,250,-0.021390965,-0.006555853,3.262880619
4423,3045,0.940515,0,5,0,0,0,0,1,0,0,0.188103,0.000308872,609,-0.034227631,-0.007645646,4.476748312
4424,5309,0.916,0,7,0,0,0,0,1,0,0,0.130857143,0.000172537,758.4285714,-0.042193499,-0.010229368,4.124741475
4425,5000,1,0,6,0,1,0,0,1,0,0,0.166666667,0.0002,833.3333333,0,0,4.376971463
4426,1800,0.71,0,5,0,0,0,1,1,0,0,0.142,0.000394444,360,-0.191147481,-0.045692535,4.183341611
