,Facility Size (sq Ft),"Revenue (US Dollars, million)","Net Income (US Dollars, million)",Total Employees,"Total Assets (US Dollars, million)",Owns Rents_Owns,Importer,Exporter,Manufacturing,Women Owned,Minority Owned,RevPerEm,RevPerSq,SqPerEm,LogRpE,LogRpF,LogFpE
14919,35000,2,0,47,0,0,0,0,1,0,0,0.042553191,5.71E-05,744.6808511,0.179052232,0.066246806,2.702805489
14920,5348,0.55,0,7,0,0,0,0,1,0,0,0.078571429,0.000102842,764,-0.287498825,-0.069641626,4.12826125
14921,9000,0.6,0,7,0,1,0,0,1,0,0,0.085714286,6.67E-05,1285.714286,-0.245655198,-0.056103982,4.378569762
14922,6000,0.4,0,10,0,1,0,0,1,0,0,0.04,6.67E-05,600,-0.382122915,-0.105326648,3.62797944
14923,4322,0.31,0,4,0,0,0,0,1,0,0,0.0775,7.17E-05,1080.5,-0.727696901,-0.139901652,5.201488962
14924,5320,0.6,0,4,0,1,0,0,1,0,0,0.15,0.000112782,1330,-0.317393806,-0.059542139,5.33057443
14925,4322,0.34,0,4,0,0,0,0,1,0,0,0.085,7.87E-05,1080.5,-0.67030213,-0.128867356,5.201488962
14926,3466,0.61,0,7,0,0,0,0,1,0,0,0.087142857,0.000175995,495.1428571,-0.237706284,-0.060644227,3.919685313
14927,4652,0.35,0,5,0,0,0,0,1,0,0,0.07,7.52E-05,930.4,-0.585916884,-0.12431209,4.71327355
14928,4321,0.35,0,6,0,0,0,0,0,0,0,0.058333333,8.10E-05,720.1666667,-0.53950185,-0.125408166,4.301967457
14929,2000,0.21,0,4,0,1,0,0,1,0,0,0.0525,0.000105,500,-0.969684967,-0.205324007,4.722706232
14930,2600,0.22,0,3,0,1,0,0,1,0,0,0.073333333,8.46E-05,866.6666667,-1.092212286,-0.192557087,5.672147954
14931,2703,0.18,0,3,0,0,0,0,1,0,0,0.06,6.66E-05,901,-1.236965594,-0.217004925,5.700172898
14932,2332,0.18,0,2,0,0,0,0,1,1,0,0.09,7.72E-05,1166,-1.560876795,-0.221136438,7.058433287
14933,20000,0.23,0,4,0,1,0,0,1,0,1,0.0575,1.15E-05,5000,-0.913161023,-0.14839984,6.15338279
14934,2579,0.224123,0,3,0,0,0,0,0,0,0,0.074707667,8.69E-05,859.6666667,-1.078818693,-0.190392155,5.666298029
14935,3000,0.38,0,5,0,0,0,1,1,0,0,0.076,0.000126667,600,-0.540018927,-0.120851812,4.46843882
14936,3773,0.295273,0,3,0,0,0,0,1,0,0,0.098424333,7.83E-05,1257.666667,-0.879939327,-0.148119277,5.940748192
14937,2484,0.158225,0,1,0,0,0,0,1,0,0,0.158225,6.37E-05,2484,-2.659950527,-0.235843636,11.27844946
14938,10000,0.15,0,2,0,1,0,0,0,0,0,0.075,1.50E-05,5000,-1.726833028,-0.205977185,8.383613097
14939,2800,0.2,0,5,0,0,0,0,1,1,0,0.04,7.14E-05,560,-0.898244402,-0.202767032,4.429933165
14940,3037,0.134843,0,,0,0,0,0,1,0,0,,4.44E-05,,,-0.249873766,
14941,3433,0.244075,0,3,0,0,0,0,1,1,1,0.081358333,7.11E-05,1144.333333,-1.017301782,-0.173227717,5.872627071
14942,3414,0.17,0,2,0,0,0,0,1,0,0,0.085,4.98E-05,1707,-1.612904625,-0.217801779,7.405378574
14943,3234,0.168312,0,2,0,0,0,0,1,0,0,0.084156,5.20E-05,1617,-1.621987936,-0.220496366,7.356075591
14944,6000,0.12,0,2,0,1,0,0,1,1,1,0.06,2.00E-05,3000,-1.929947041,-0.243722046,7.918639576
14945,1947,0.12,0,2,0,0,0,0,0,0,0,0.06,6.16E-05,973.5,-1.929947041,-0.279938069,6.894192868
14946,2484,0.10607,0,1,0,0,0,0,1,0,0,0.10607,4.27E-05,2484,-3.236911421,-0.286999683,11.27844946
14947,7200,0.13,0,2,0,0,0,0,1,0,0,0.065,1.81E-05,3600,-1.857089029,-0.229707096,8.084595809
14948,2210,0.126948,0,2,0,0,0,0,0,0,0,0.063474,5.74E-05,1105,-1.878713488,-0.268023026,7.009522717
14949,3234,0.126758,0,2,0,0,0,0,1,0,0,0.063379,3.92E-05,1617,-1.880076842,-0.255581501,7.356075591
14950,2210,0.11,0,2,0,0,0,0,0,0,0,0.055,4.98E-05,1105,-2.00914821,-0.286631243,7.009522717
14951,2484,0.09307,0,1,0,0,0,0,1,0,0,0.09307,3.75E-05,2484,-3.425539983,-0.303724372,11.27844946
14952,2129,0.093,0,1,0,0,0,0,1,0,0,0.093,4.37E-05,2129,-3.426625474,-0.309934678,11.05596023
14953,2431,0.15,0,2,0,0,0,0,1,1,0,0.075,6.17E-05,1215.5,-1.726833028,-0.243343494,7.096277781
14954,2802,0.099493,0,2,0,0,0,0,0,0,0,0.0497465,3.55E-05,1401,-2.100529926,-0.290708263,7.225559744
14955,3773,0.11,0,3,0,0,0,0,1,0,0,0.036666667,2.92E-05,1257.666667,-1.592212286,-0.268015448,5.940748192
14956,3234,0.084391,0,2,0,0,0,0,1,0,0,0.0421955,2.61E-05,1617,-2.25037945,-0.305921197,7.356075591
14957,6000,0.13,0,3,0,1,0,0,0,0,0,0.043333333,2.17E-05,2000,-1.471708236,-0.234521222,6.275373393
14958,2521,0.086,0,1,0,0,0,0,1,0,0,0.086,3.41E-05,2521,-3.53951953,-0.313237904,11.2997804
14959,3234,0.110926,0,2,0,0,0,0,1,0,0,0.055463,3.43E-05,1617,-2.001517723,-0.272090424,7.356075591
14960,4000,0.1,0,2,0,1,0,0,0,0,0,0.05,2.50E-05,2000,-2.095903274,-0.277618919,7.54956933
14961,2484,0.087795,0,1,0,0,0,0,1,0,0,0.087795,3.53E-05,2484,-3.50971741,-0.311187936,11.27844946
14962,2802,0.089,0,2,0,0,0,0,0,0,0,0.0445,3.18E-05,1401,-2.201976925,-0.304748283,7.225559744
14963,2129,0.076,0,1,0,0,0,0,1,1,0,0.076,3.57E-05,2129,-3.717856771,-0.336276243,11.05596023
14964,2107,0.075,0,1,0,0,0,0,1,1,0,0.075,3.56E-05,2107,-3.736965594,-0.338463381,11.0409746
14965,1779,0.059615,0,1,0,0,0,0,1,0,0,0.059615,3.35E-05,1779,-4.06818081,-0.376793279,10.7968508
14966,1779,0.059,0,1,0,0,0,0,1,0,0,0.059,3.32E-05,1779,-4.083141235,-0.378178907,10.7968508
14967,1496,0.1,0,1,0,0,0,0,1,1,0,0.1,6.68E-05,1496,-3.321928095,-0.314967416,10.54689446
14968,3234,0.092051,0,2,0,0,0,0,1,0,0,0.0460255,2.85E-05,1617,-2.171296036,-0.295170436,7.356075591
14969,2484,0.091,0,1,0,0,0,0,1,0,0,0.091,3.66E-05,2484,-3.457989644,-0.306601511,11.27844946
14970,2153,0.051125,0,1,0,0,0,0,0,0,0,0.051125,2.37E-05,2153,-4.289827252,-0.38744363,11.0721326
14971,1845,0.079,0,1,0,0,0,0,0,0,0,0.079,4.28E-05,1845,-3.662003536,-0.337530353,10.8494051
14972,3234,0.078,0,2,0,0,0,0,1,0,0,0.039,2.41E-05,1617,-2.32206255,-0.315665945,7.356075591
14973,2129,0.066,0,1,0,0,0,1,1,0,0,0.066,3.10E-05,2129,-3.921390165,-0.354685625,11.05596023
14974,2484,0.065706,0,1,0,0,0,0,1,0,0,0.065706,2.65E-05,2484,-3.927831072,-0.348259846,11.27844946
14975,1845,0.036,0,1,0,0,0,1,1,1,0,0.036,1.95E-05,1845,-4.795859283,-0.442038917,10.8494051
14976,1697,0.053542,0,1,0,0,0,0,0,0,0,0.053542,3.16E-05,1697,-4.22318516,-0.393631779,10.72877085
14977,2129,0.080321,0,1,0,0,0,0,1,0,0,0.080321,3.77E-05,2129,-3.638078959,-0.329060424,11.05596023
14978,3018,0.08,0,2,0,1,0,0,1,0,0,0.04,2.65E-05,1509,-2.299017288,-0.315229459,7.293154939
14979,1800,0.08,0,1,0,1,0,0,0,0,0,0.08,4.44E-05,1800,-3.64385619,-0.336964113,10.81378119
14980,2772,0.067,0,2,0,0,0,0,1,1,0,0.0335,2.42E-05,1386,-2.460433665,-0.340980454,7.215761595
14981,110000,,,,,0,0,0,1,0,0,,,,,,
14982,2484,0.055,0,1,0,0,0,0,1,0,0,0.055,2.21E-05,2484,-4.184424571,-0.371010624,11.27844946
14983,2484,0.04,0,1,0,0,0,1,1,0,0,0.04,1.61E-05,2484,-4.64385619,-0.411745977,11.27844946
14984,2484,0.069,0,1,0,0,0,0,1,0,0,0.069,2.78E-05,2484,-3.857259828,-0.34200267,11.27844946
14985,31943,,,,,0,0,0,1,0,0,,,,,,
14986,1542,0.042,0,1,0,0,0,0,0,0,0,0.042,2.72E-05,1542,-4.573466862,-0.43184262,10.59058705
14987,2947,,,,,0,0,0,1,0,0,,,,,,
14988,2153,0.05799,0,1,0,0,0,0,0,0,0,0.05799,2.69E-05,2153,-4.108052052,-0.371026269,11.0721326
14989,360,0.044,0,1,0,1,0,0,0,0,0,0.044,0.000122222,360,-4.506352666,-0.530667761,8.491853096
14990,24824,,,,,0,0,0,1,0,0,,,,,,
14991,1542,0.047,0,1,0,0,0,0,0,0,0,0.047,3.05E-05,1542,-4.411195433,-0.416520389,10.59058705
14992,52752,,,,,0,0,0,1,0,0,,,,,,
14993,45209,,,,,0,0,0,1,0,0,,,,,,
14994,93000,,,,,0,0,0,1,0,0,,,,,,
14995,35186,,,,,0,0,0,1,0,0,,,,,,
14996,22400,1.5,0,15,0,1,0,0,1,0,0,0.1,6.70E-05,1493.333333,0.146240625,0.040478441,3.612802778
14997,25000,1.5,0,12,0,1,1,1,1,0,0,0.125,6.00E-05,2083.333333,0.158079187,0.040039486,3.948082279
14998,5000,1.3,0,8,0,1,0,0,0,0,0,0.1625,0.00026,625,0.119407123,0.030804076,3.876341672
14999,3909,1.3,0,8,0,0,0,0,0,0,0,0.1625,0.000332566,488.625,0.119407123,0.031720843,3.7643111
15000,7067,1.5,0,15,0,0,0,0,1,0,0,0.1,0.000212254,471.1333333,0.146240625,0.045747078,3.196720548
15001,6630,5.876405,0,60,0,0,0,0,1,0,0,0.097940083,0.000886336,110.5,0.43079531,0.201258406,2.140508411
15002,30000,70.280574,0,114,0,1,0,1,1,0,0,0.616496263,0.002342686,263.1578947,0.89621839,0.412505089,2.17262384
15003,4500,5.815868,1.277828,17,0,0,1,0,1,0,0,0.342109882,0.001292415,264.7058824,0.609122352,0.209299223,2.910294377
15004,60000,16.832138,0,180,0,0,0,0,1,0,0,0.093511878,0.000280536,333.3333333,0.543097364,0.256613744,2.116400139
15005,225000,14.421127,0,74,0,1,0,0,1,0,0,0.194880095,6.41E-05,3040.540541,0.618112711,0.216547025,2.854404079
15006,2000,50.827,0,155,0,1,0,0,1,0,0,0.327916129,0.0254135,12.90322581,0.777928659,0.516837011,1.505172118
15007,25000,20.829733,0,70,0,0,1,1,1,1,0,0.297567614,0.000833189,357.1428571,0.712317492,0.299841221,2.37564898
15008,8451,5.501216,0,24,0,0,0,0,1,0,0,0.229217333,0.000650954,352.125,0.52967845,0.188560231,2.809067683
15009,25000,6.987058,0,25,0,1,0,0,1,0,0,0.27948232,0.000279482,1000,0.59668569,0.191974958,3.108143355
15010,60000,11.927016,0,37,0,0,0,0,1,0,0,0.322351784,0.000198784,1621.621622,0.681442575,0.225302998,3.024560617
15011,12000,6.588293,0,15,0,0,0,0,1,0,0,0.439219533,0.000549024,800,0.679976179,0.200719913,3.387686696
15012,1500,2.261104,0,19,0,1,0,0,1,0,0,0.119005474,0.001507403,78.94736842,0.272338485,0.111558677,2.441212939
15013,12939,7.065077,0,48,0,0,0,0,1,0,0,0.147189104,0.00054603,269.5625,0.502377747,0.206502287,2.432795083
15014,4376,1,0,12,0,0,1,1,1,0,0,0.083333333,0.000228519,364.6666667,0,0,3.268637769
15015,8712,7.892186,0,26,0,0,1,1,1,0,0,0.303545615,0.000905898,335.0769231,0.626812928,0.227708242,2.752701979
15016,8176,1.7,0,22,0,0,0,0,1,0,0,0.077272727,0.000207926,371.6363636,0.169232732,0.058900067,2.873217966
15017,45000,3.235028,0,18,0,1,0,0,0,0,0,0.179723778,7.19E-05,2500,0.398730485,0.109575491,3.638865619
15018,4758,0.92,0,14,0,0,0,0,0,0,0,0.065714286,0.000193359,339.8571429,-0.030790274,-0.009847156,3.126818952
15019,10000,1,0,8,0,1,0,0,1,1,0,0.125,0.0001,1250,0,0,4.191806549
15020,14000,5,0,43,0,0,0,0,1,0,0,0.11627907,0.000357143,325.5813953,0.42530583,0.168583796,2.522815591
15021,3500,1.80162,0,15,0,0,0,0,1,0,0,0.120108,0.000514749,233.3333333,0.212323687,0.072138342,2.943284802
15022,3000,1.109449,0,10,0,1,0,0,1,1,0,0.1109449,0.000369816,300,0.043314442,0.012972611,3.338914613
15023,3220,0.542772,0,5,0,0,0,0,0,0,0,0.1085544,0.000168563,644,-0.341042393,-0.075653782,4.50793579
15024,4912,0.535084,0,6,0,0,0,0,1,0,0,0.089180667,0.000108934,818.6666667,-0.321356839,-0.073573294,4.367846313
15025,9100,0.778,0,10,0,1,0,0,0,1,0,0.0778,8.55E-05,910,-0.104687122,-0.027537071,3.801679663
15026,1300,0.5,0,7,0,1,0,0,1,0,0,0.071428571,0.000384615,185.7142857,-0.333333333,-0.096671635,3.448098636
15027,7260,0.55,0,3,0,0,0,0,1,0,0,0.183333333,7.58E-05,2420,-0.431248238,-0.067247235,6.412876916
15028,2700,1.2,0,10,0,0,0,0,0,0,0,0.12,0.000444444,270,0.076033995,0.023075736,3.294975866
15029,18000,1.2,0,7,0,1,0,0,0,0,0,0.171428571,6.67E-05,2571.428571,0.087678135,0.018607797,4.711903095
15030,4937,1.158125,0,8,0,0,0,0,0,0,0,0.144765625,0.000234581,617.125,0.066812614,0.017261696,3.870570731
15031,3397,0.43,0,3,0,0,0,0,0,0,0,0.143333333,0.000126582,1132.333333,-0.608795718,-0.103801084,5.865022751
15032,3600,0.84,0,10,0,1,0,0,1,0,0,0.084,0.000233333,360,-0.07271101,-0.021291978,3.414948608
15033,3611,0.32,0,4,0,0,0,0,1,0,0,0.08,8.86E-05,902.75,-0.707970326,-0.139095513,5.08981425
15034,5394,0.311809,0,5,0,0,0,0,1,0,0,0.0623618,5.78E-05,1078.8,-0.650402288,-0.135617211,4.795868336
15035,4322,0.31,0,4,0,0,0,0,1,1,0,0.0775,7.17E-05,1080.5,-0.727696901,-0.139901652,5.201488962
15036,3201,0.33,0,3,0,0,0,0,1,0,0,0.11,0.000103093,1067,-0.799731035,-0.137360006,5.822153481
15037,4000,0.45,0,7,0,0,0,0,1,0,0,0.064285714,0.0001125,571.4285714,-0.384001031,-0.096274767,3.988594762
15038,16000,0.45,0,3,0,0,0,0,0,0,0,0.15,2.81E-05,5333.333333,-0.576001547,-0.082487533,6.982892142
15039,3000,0.31,0,4,0,0,0,0,1,1,0,0.0775,0.000103333,750,-0.727696901,-0.146281441,4.974635869
15040,3451,0.305085,0,6,0,0,0,0,0,0,0,0.0508475,8.84E-05,575.1666667,-0.61008205,-0.145728424,4.186431386
15041,1583,0.3,0,1,0,1,0,0,1,0,0,0.3,0.000189514,1583,-1.736965594,-0.163426118,10.62844554
15042,3015,0.34107,0,4,0,0,0,0,1,0,0,0.0852675,0.000113124,753.75,-0.668349823,-0.134267865,4.977734802
15043,4210,0.469034,0,4,0,0,0,0,1,0,0,0.1172585,0.00011141,1052.5,-0.470400264,-0.090720221,5.185175434
15044,4210,0.458897,0,4,0,0,0,0,1,0,0,0.11472425,0.000109002,1052.5,-0.483976107,-0.093338425,5.185175434
15045,5320,0.35,0,4,0,1,0,0,1,0,0,0.0875,6.58E-05,1330,-0.652291161,-0.122367893,5.33057443
15046,3179,0.35,0,5,0,0,0,0,0,0,0,0.07,0.000110098,635.8,-0.585916884,-0.130181078,4.500783782
15047,2500,0.25,0,3,0,1,0,0,1,0,0,0.083333333,0.0001,833.3333333,-1,-0.17718382,5.64385619
15048,3000,0.27,0,5,0,1,0,0,0,0,0,0.054,9.00E-05,600,-0.73075284,-0.163536499,4.46843882
15049,2210,0.21,0,2,0,0,0,0,0,0,0,0.105,9.50E-05,1105,-1.420562799,-0.202661844,7.009522717
15050,4986,0.36815,0,6,0,0,0,0,1,0,0,0.061358333,7.38E-05,831,-0.513520532,-0.11736189,4.375530529
15051,3157,0.28,0,5,0,0,0,0,1,0,0,0.056,8.87E-05,631.4,-0.710455671,-0.157987593,4.496907998
15052,4583,0.278351,0,5,0,0,0,0,1,0,0,0.0556702,6.07E-05,916.6,-0.713752261,-0.151702945,4.704933463
15053,2900,0.22,0,3,0,1,0,0,1,0,0,0.073333333,7.59E-05,966.6666667,-1.092212286,-0.189919622,5.750918592
15054,3283,0.22,0,2,0,0,0,0,1,0,0,0.11,6.70E-05,1641.5,-1.378218456,-0.187009858,7.369763656
15055,4583,0.183213,0,5,0,0,0,0,1,0,0,0.0366426,4.00E-05,916.6,-0.94717282,-0.201314817,4.704933463
15056,2000,0.18,0,3,0,1,0,0,1,0,0,0.06,9.00E-05,666.6666667,-1.236965594,-0.225604583,5.482892142
15057,3234,0.175993,0,2,0,0,0,0,1,0,0,0.0879965,5.44E-05,1617,-1.581368673,-0.2149745,7.356075591
15058,3235,0.23,0,3,0,0,0,0,1,1,0,0.076666667,7.11E-05,1078.333333,-1.060147117,-0.181850435,5.829774998
15059,4322,0.23,0,4,0,0,0,0,1,0,0,0.0575,5.32E-05,1080.5,-0.913161023,-0.17555762,5.201488962
15060,3234,0.159314,0,3,0,0,0,0,1,0,0,0.053104667,4.93E-05,1078,-1.325027522,-0.227294915,5.829551982
15061,3234,0.158482,0,2,0,0,0,1,1,1,0,0.079241,4.90E-05,1617,-1.676764656,-0.227942826,7.356075591
15062,3234,0.158295,0,2,0,0,0,0,1,0,0,0.0791475,4.89E-05,1617,-1.677839323,-0.228088918,7.356075591
15063,3234,0.190504,0,2,0,0,0,0,1,0,0,0.095252,5.89E-05,1617,-1.509251357,-0.205170724,7.356075591
15064,3234,0.150406,0,2,0,0,0,0,1,0,0,0.075203,4.65E-05,1617,-1.724372642,-0.234414753,7.356075591
15065,1000,0.15,0,3,0,1,0,0,1,0,0,0.05,0.00015,333.3333333,-1.368482797,-0.274636247,4.982892142
15066,2400,0.3,0,3,0,1,0,0,1,0,0,0.1,0.000125,800,-0.868482797,-0.154688186,5.614409345
15067,3234,0.135673,0,2,0,0,0,0,1,0,0,0.0678365,4.20E-05,1617,-1.818209864,-0.247171177,7.356075591
15068,2521,0.135405,0,1,0,0,0,0,1,0,0,0.135405,5.37E-05,2521,-2.884647082,-0.255283464,11.2997804
15069,3773,0.197762,0,4,0,0,0,0,1,0,0,0.0494405,5.24E-05,943.25,-1.006991931,-0.196790268,5.117081968
15070,2836,0.14,0,2,0,0,0,0,1,0,0,0.07,4.94E-05,1418,-1.789633046,-0.247305131,7.236538285
15071,2195,0.14,0,2,0,0,0,0,0,0,0,0.07,6.38E-05,1097.5,-1.789633046,-0.255540534,7.003323561
15072,3234,0.132772,0,2,0,0,1,0,1,0,0,0.066386,4.11E-05,1617,-1.837883964,-0.249845715,7.356075591
15073,1500,0.243,0,4,0,1,0,0,1,0,0,0.06075,0.000162,375,-0.878998702,-0.193443348,4.543959311
15074,2800,0.24,0,2,0,1,0,0,0,0,0,0.12,8.57E-05,1400,-1.299017288,-0.179797025,7.224909805
15075,2000,0.2,0,6,0,0,0,0,0,0,0,0.033333333,0.0001,333.3333333,-0.827087475,-0.211743003,3.906091174
15076,3283,0.12,0,2,0,0,0,0,1,0,0,0.06,3.66E-05,1641.5,-1.929947041,-0.261873668,7.369763656
15077,2500,0.12,0,2,0,1,0,0,0,0,0,0.06,4.80E-05,1250,-1.929947041,-0.270993235,7.12175359
15078,3234,0.144481,0,2,0,0,0,0,1,0,0,0.0722405,4.47E-05,1617,-1.760955423,-0.239387891,7.356075591
15079,3234,0.12,0,2,0,0,0,0,1,0,0,0.06,3.71E-05,1617,-1.929947041,-0.262360958,7.356075591
15080,2774,0.12,0,2,0,0,0,1,1,0,0,0.06,4.33E-05,1387,-1.929947041,-0.267438363,7.216418096
15081,2484,0.122052,0,1,0,0,0,0,1,0,0,0.122052,4.91E-05,2484,-3.034432159,-0.269046926,11.27844946
15082,2000,0.17,0,3,0,1,0,0,1,0,0,0.056666667,8.50E-05,666.6666667,-1.278196674,-0.233124534,5.482892142
15083,3234,0.147264,0,2,0,0,0,0,1,0,0,0.073632,4.55E-05,1617,-1.743589075,-0.237027074,7.356075591
15084,3000,0.145,0,1,0,1,0,0,1,0,0,0.145,4.83E-05,3000,-2.785875195,-0.241185721,11.55074679
15085,1800,0.175,0,6,0,0,0,0,1,0,0,0.029166667,9.72E-05,300,-0.895709037,-0.232534127,3.85194658
15086,2774,0.11,0,2,0,0,0,0,1,0,0,0.055,3.97E-05,1387,-2.00914821,-0.278413499,7.216418096
15087,2500,0.15,0,5,0,1,0,0,0,0,0,0.03,6.00E-05,500,-1.058802823,-0.24247301,4.366683221
15088,2805,0.15,0,3,0,0,0,0,0,0,0,0.05,5.35E-05,935,-1.368482797,-0.238957304,5.726892528
15089,3283,0.15,0,2,0,0,0,0,1,0,0,0.075,4.57E-05,1641.5,-1.726833028,-0.234313217,7.369763656
15090,2484,0.127106,0,1,0,0,0,0,1,0,0,0.127106,5.12E-05,2484,-2.975895961,-0.263856834,11.27844946
15091,2521,0.098,0,1,0,0,0,0,1,0,0,0.098,3.89E-05,2521,-3.351074441,-0.296561023,11.2997804
15092,2484,0.097,0,1,0,0,0,0,1,0,0,0.097,3.90E-05,2484,-3.365871442,-0.298433881,11.27844946
15093,2210,0.096963,0,2,0,0,0,0,0,0,0,0.0484815,4.39E-05,1105,-2.123975711,-0.303012886,7.009522717
15094,1500,0.13,0,2,0,1,0,0,1,0,0,0.065,8.67E-05,750,-1.857089029,-0.278977074,6.656780069
15095,3234,0.083,0,2,0,0,0,0,1,0,0,0.0415,2.57E-05,1617,-2.265507765,-0.307977771,7.356075591
15096,2243,0.11,0,2,0,0,0,0,1,0,0,0.055,4.90E-05,1121.5,-2.00914821,-0.28608062,7.023014046
15097,2316,0.084506,0,2,0,0,0,0,1,0,0,0.042253,3.65E-05,1158,-2.249139907,-0.318928926,7.052166555
15098,11678,0.082,0,,0,0,0,0,1,0,0,,7.02E-06,,,-0.267048868,
15099,2129,0.085161,0,1,0,0,0,0,1,0,0,0.085161,4.00E-05,2129,-3.553663299,-0.321425116,11.05596023
15100,3234,0.113712,0,2,0,0,0,0,1,0,0,0.056856,3.52E-05,1617,-1.978938671,-0.269020981,7.356075591
15101,1697,0.072,0,1,0,0,0,0,0,0,0,0.072,4.24E-05,1697,-3.795859283,-0.353801879,10.72877085
15102,2484,0.072,0,1,0,0,0,0,1,0,0,0.072,2.90E-05,2484,-3.795859283,-0.336558611,11.27844946
15103,1817,0.071,0,2,0,0,0,0,1,1,0,0.0355,3.91E-05,908.5,-2.407651388,-0.35244448,6.831292664
15104,1500,0.1,0,1,0,0,0,0,0,0,0,0.1,6.67E-05,1500,-3.321928095,-0.314852414,10.55074679
15105,1779,0.074,0,1,0,0,0,0,1,1,0,0.074,4.16E-05,1779,-3.756330919,-0.347909867,10.7968508
15106,3234,0.073,0,2,0,0,0,0,1,0,0,0.0365,2.26E-05,1617,-2.382365339,-0.323863629,7.356075591
15107,400,0.07,0,1,0,0,0,0,1,0,0,0.07,0.000175,400,-3.836501268,-0.443841404,8.64385619
15108,1697,0.07,0,1,0,0,0,0,0,0,0,0.07,4.12E-05,1697,-3.836501268,-0.357590009,10.72877085
15109,6000,0.074,0,1,0,0,0,0,1,0,0,0.074,1.23E-05,6000,-3.756330919,-0.299291427,12.55074679
15110,3000,0.1,0,5,0,0,0,0,1,0,0,0.02,3.33E-05,600,-1.285097209,-0.287594227,4.46843882
15111,2772,0.06,0,2,0,0,0,0,1,0,0,0.03,2.16E-05,1386,-2.560876795,-0.354900416,7.215761595
15112,1723,0.06,0,1,0,0,0,0,0,0,0,0.06,3.48E-05,1723,-4.058893689,-0.377546676,10.75070699
15113,2484,0.061,0,1,0,0,0,0,1,0,0,0.061,2.46E-05,2484,-4.035046947,-0.357766106,11.27844946
15114,2010,0.059,0,1,0,0,0,0,0,0,0,0.059,2.94E-05,2010,-4.083141235,-0.372108699,10.97297979
15115,1216,0.049,0,1,0,0,0,0,0,0,0,0.049,4.03E-05,1216,-4.351074441,-0.424580915,10.24792751
15116,1207,0.076187,0,1,0,0,0,0,1,0,0,0.076187,6.31E-05,1207,-3.714311342,-0.362824574,10.23720996
15117,1542,0.049,0,1,0,0,0,0,0,0,0,0.049,3.18E-05,1542,-4.351074441,-0.410843556,10.59058705
15118,2153,0.047881,0,1,0,0,0,0,0,0,0,0.047881,2.22E-05,2153,-4.384402906,-0.395985404,11.0721326
15119,2129,0.051942,0,1,0,0,0,0,1,1,0,0.051942,2.44E-05,2129,-4.266954624,-0.385941568,11.05596023
15120,1779,0.051,0,1,0,0,0,0,1,0,0,0.051,2.87E-05,1779,-4.293358943,-0.397649187,10.7968508
15121,2316,0.078865,0,2,0,0,0,0,1,0,0,0.0394325,3.41E-05,1158,-2.312023792,-0.327845886,7.052166555
15122,480,0.078,0,2,0,0,0,0,0,0,0,0.039,0.0001625,240,-2.32206255,-0.413206161,5.619622289
15123,1845,0.03,0,1,0,0,0,0,0,0,0,0.03,1.63E-05,1845,-5.058893689,-0.466283049,10.8494051
15124,2802,0.08,0,2,0,0,0,0,0,0,0,0.04,2.86E-05,1401,-2.299017288,-0.318178435,7.225559744
15125,1583,0.08,0,2,0,0,0,0,0,0,0,0.04,5.05E-05,791.5,-2.299017288,-0.342839993,6.705802525
15126,3240,0.041,0,1,0,1,0,0,0,0,0,0.041,1.27E-05,3240,-4.60823228,-0.395156917,11.6617781
15127,2185,0.04,0,1,0,0,0,0,0,0,0,0.04,1.83E-05,2185,-4.64385619,-0.418613666,11.09341756
15128,4515,,,,,0,0,0,1,0,0,,,,,,
15129,14480,,,,,0,0,0,1,0,0,,,,,,
15130,1216,0.043483,0,1,0,0,0,0,1,1,0,0.043483,3.58E-05,1216,-4.523404711,-0.441397024,10.24792751
15131,9091,,,,,0,0,0,0,0,0,,,,,,
15132,12139,,,,,0,0,0,1,1,1,,,,,,
15133,2316,,,2,,0,0,0,1,0,0,,,1158,,,7.052166555
15134,6521,,,,,0,0,0,1,1,0,,,,,,
15135,1779,0.015,0,1,0,0,0,0,1,1,0,0.015,8.43E-06,1779,-6.058893689,-0.561172309,10.7968508
15136,18987,,,,,0,0,0,1,0,0,,,,,,
15137,,0.023,0,1,0,0,0,0,0,0,0,0.023,,,-5.442222329,,
15138,30207,,,,,0,0,0,1,0,0,,,,,,
15139,2483,,,,,0,0,0,1,0,0,,,,,,
15140,34002,,,,,0,0,0,1,0,0,,,,,,
15141,31943,,,,,0,0,0,1,0,0,,,,,,
15142,6521,,,,,0,0,0,1,0,0,,,,,,
15143,104832,,,,,0,0,0,1,0,0,,,,,,
15144,4515,,,,,0,0,0,1,0,0,,,,,,
15145,34002,,,,,0,0,0,1,0,0,,,,,,
15146,9419,,,,,0,0,0,1,0,0,,,,,,
15147,75005,,,,,0,0,0,1,0,0,,,,,,
15148,1455,,,1,,0,0,0,0,0,0,,,1455,,,10.50680344
15149,12375,,,,,0,0,0,1,0,0,,,,,,
15150,2100,,,20,,1,0,0,1,0,0,,,105,,,2.512608391
15151,8829,,,,,0,0,0,0,0,0,,,,,,
15152,12700,1.4,0,18,0,0,0,0,1,0,0,0.077777778,0.000110236,705.5555556,0.114273802,0.03560795,3.209221634
15153,20000,1.4,0,15,0,0,0,0,1,0,0,0.093333333,7.00E-05,1333.333333,0.121356707,0.033975126,3.571928095
15154,12200,1.4,0,17,0,0,0,0,1,0,0,0.082352941,0.000114754,717.6470588,0.116411405,0.035759953,3.255356756
